Gemeinde_Name;E;N;Name;Transportunternehmen_Abkuerzung;Betriebspunkttyp_Bezeichnung;Verkehrsmittel_Bezeichnung;Hšhe
Bois-d'Amont;2575804;1176566;Arconciel, Pelleret;TPF;Haltestelle;Bus;743
Surpierre;2554220;1178009;Cheiry, village;TPF;Haltestelle;Bus;564
Verzasca;2705069;1130638;Gerra (Verzasca), Al Ponte;PAG;Haltestelle;Bus;809
Klosters;2786920;1194410;Klosters, Pardels;PAG;Haltestelle;Bus;1314
Vouvry;2557534;1131900;Vouvry, Riond Vert;PAG;Haltestelle;Bus;409
Orselina;2704559;1114727;Orselina Funicolare;FLMS;Haltestelle;Standseilbahn;372
Orsières;2573693;1086756;La Fouly VS (télésiège);TLFC;Haltestelle;Sesselbahn;1615
Zollikofen;2601388;1204545;Unterzollikofen, Bahnhof;RBS;Haltestelle;Bus;544
Lausanne;2538663;1154391;Lausanne, Lac Sauvabelin;TL;Haltestelle;Bus;663
Mels;2750345;1211907;Mels, Aussicht;BOS;Haltestelle;Bus;550
Zürich;2681937;1247304;Zürich Wiedikon;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;406
Menzingen;2687332;1225896;Menzingen, Dorf;ZVB;Haltestelle;Bus;805
Luzein;2781069;1204878;St. Antönien, Meierhof;PAG;Haltestelle;Bus;1452
Basel;2612850;1266380;Basel, Karl Barth-Platz;BVB;Haltestelle;Bus / Tram;274
Ronco sopra Ascona;2700825;1112077;Gruppaldo, cappella;FART;Haltestelle;Bus;825
Chénens;2566520;1177600;Chénens, gare;TPF;Haltestelle;Bus;721
Wil (SG);2720620;1259145;Wil SG, Letten;BOS;Haltestelle;Bus;571
Frauenfeld;2708445;1268641;Frauenfeld, Burgerholz;SBF;Haltestelle;Bus;400
Grindelwald;2643862;1162151;Brandegg;WAB;Haltestelle;Zahnradbahn;1333
Disentis/Mustér;2706181;1171038;Mumpé Tujetsch;MGB;Haltestelle;Zug;1338
Zermatt;2620988;1093391;Zermatt Schwarzsee;ZBAG;Haltestelle;Kabinenbahn;2581
Worb;2612480;1196244;Richigen, Abzw. Lochi;PAG;Haltestelle;Bus;690
Breggia;2723532;1081414;Caneggio, La Costa;PAG;Haltestelle;Bus;560
Estavayer;2557587;1189361;Montbrelloz, école;TPF;Haltestelle;Bus;493
Düdingen;2581078;1187909;Düdingen, Briegli;TPF;Haltestelle;Bus;598
Emmen;2663646;1214700;Emmenbrücke, Celtastrasse;AAGR;Haltestelle;Bus;455
Staldenried;2634131;1119930;Staldenried Kirche;LSG;Haltestelle;Kabinenbahn;1065
Aigle;2563745;1128206;En Châlex;TPC;Anschlusspunkt;;394
Dübendorf;2689733;1250853;Dübendorf, Flugplatz;VBG;Haltestelle;Bus;436
Cologny;2502818;1117963;Cologny, Gradelle;TPG;Haltestelle;Bus;438
Glarus Süd;2726135;1202176;Mettmen;LKM;Haltestelle;Kabinenbahn;1607
Montreux;2559199;1144711;Chamby, Sous Chaulin;PAG;Haltestelle;Bus;641
Lonay;2529983;1153243;Lonay, Carouge;MBC;Haltestelle;Bus;395
Morges;2527894;1151272;Morges, Casino;MBC;Haltestelle;Bus;374
Dübendorf;2690315;1249658;Dübendorf, Raubbühl;VBG;Haltestelle;Bus;448
Kreuzlingen;2731643;1278396;Kreuzlingen, Neudorfstrasse;VSK;Haltestelle;Bus;410
Buch am Irchel;2688833;1267261;Buch am Irchel, Unterbuch;PAG;Haltestelle;Bus;535
Schaffhausen;2690238;1284922;Schaffhausen, CMC;VBSH;Haltestelle;Bus;425
La Verrerie;2560373;1159907;La Verrerie, village;TPF;Haltestelle;Bus;831
Wittnau;2640984;1259236;Wittnau, Hofmatt;PAG;Haltestelle;Bus;396
La Chaux-de-Fonds;2552798;1217156;La Chaux-de-Fonds, Plaisance;TRN;Haltestelle;Bus;1061
Grindelwald;2644303;1163969;Grindelwald Terminal;BOB;Haltestelle;Zug / Kabinenbahn;947
Ormont-Dessous;2570870;1134759;Le Sépey, La Mosse;TPC;Haltestelle;Bus;1125
Ormont-Dessous;2570493;1133756;Les Planches (Aigle), gare;TPC;Haltestelle;Bus;941
Luzern;2672836;1205996;Hammetschwand Bergstation;AH;Haltestelle;Aufzug;1114
Breggia;2722773;1079816;Morbio Superiore, Campagna;PAG;Haltestelle;Bus;428
Oberems;2619794;1125760;Oberems;LTUO;Haltestelle;Kabinenbahn;1335
La Neuveville;2573817;1213339;La Neuveville, La Main;PAG;Haltestelle;Bus;642
Bellach;2604804;1229094;Bellach, Weiher;BSU;Haltestelle;Bus;444
Stalden (VS);2633340;1120130;Stalden-Saas (Talstation);LSG;Haltestelle;Kabinenbahn;803
Bassersdorf;2690324;1255566;Bassersdorf, Rietli;VBG;Haltestelle;Bus;455
Tévenon;2538111;1188452;Villars-Burquin, Les Oches;PAG;Haltestelle;Bus;699
La Brillaz;2566764;1178623;Lentigny, village;TPF;Haltestelle;Bus;716
Chur;2760717;1192073;Chur, Kleinwaldegg;BuS;Haltestelle;Bus;600
Seuzach;2696050;1265630;Unterohringen, Dorf;PAG;Haltestelle;Bus;455
Schlatt (ZH);2704113;1259642;Schlatt ZH, Waltenstein;PAG;Haltestelle;Bus;580
Langenthal;2626020;1230487;Langenthal Gaswerk;asm;Haltestelle und Bedienpunkt;Zug;464
Bern;2600695;1201802;Bern, Pillonweg;SVB;Haltestelle;Bus;524
Sigriswil;2619769;1174090;Aeschlen ob Gunten, Mattikehr;STI;Haltestelle;Bus;742
Prez;2568100;1181764;Prez-vers-Noréaz, scierie;PAG;Haltestelle;Bus;626
Comano;2717515;1099003;Comano, Quattro Strade;PAG;Haltestelle;Bus;466
Riederalp;2645745;1136464;Riederalp Mitte;ABAG;Haltestelle;Kabinenbahn;1943
Courtepin;2571364;1192375;Villarepos, La Tornalla;TPF;Haltestelle;Bus;513
Montcherand;2529035;1176128;Montcherand, poste;TRAVYS;Haltestelle;Bus;556
Basel;2612400;1266032;Basel SBB Nordost (Abzw);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;271
Bedigliora;2708334;1096725;Bedigliora, Nerocco;PAG;Haltestelle;Bus;588
Bern;2595826;1199569;Bern, Riedbachstrasse;SVB;Haltestelle;Bus;557
Quinto;2694640;1152516;Piotta, Bivio Funicolare Ritom;PAG;Haltestelle;Bus;1021
Isone;2719244;1109510;Isone, Mulino;PAG;Haltestelle;Bus;741
La Chaux-de-Fonds;2552087;1215949;La Chaux-de-Fonds, Breguet;TRN;Haltestelle;Bus;1022
Gland;2510390;1140535;Gland, Domaine Impérial;TPN;Haltestelle;Bus;404
Grimisuat;2595725;1122515;Grimisuat, Les Fermes;PAG;Haltestelle;Bus;850
Quarten;2739587;1219639;Mols (See);SW;Haltestelle;Schiff;428
Chur;2760643;1191824;Chur, Plantaweg;BuS;Haltestelle;Bus;605
Saanen;2590477;1147135;Turbach, Egg;PAG;Haltestelle;Bus;1275
Seengen;2657249;1241719;Seengen, Schloss Hallwyl;RBL;Haltestelle;Bus;479
Mies;2502195;1128343;Mies, gare;TPG;Haltestelle;Bus;389
Steffisburg;2615933;1179795;Steffisburg, Fuchsloch;STI;Haltestelle;Bus;599
Sion;2592839;1118686;Les Ronquoz;PAG;Haltestelle;Bus;482
Zürich;2680430;1248368;Zürich, Letzigrund;VBZ;Haltestelle;Tram;410
Cudrefin;2567692;1200992;Cudrefin;LNM;Haltestelle;Schiff;430
St. Gallen;2743250;1251986;St. Gallen, Boppartshof;VBSG;Haltestelle;Bus;681
Manno;2714503;1098115;Manno, La Monda;PAG;Haltestelle;Bus;291
Schaffhausen;2690015;1285418;Schaffhausen, J.J.Wepferstr.;VBSH;Haltestelle;Bus;471
Kreuzlingen;2729110;1278611;Kreuzlingen, Granegg;VSK;Haltestelle;Bus;440
Frutigen;2616409;1158156;Frutigen, Rybrügg;AFA;Haltestelle;Bus;785
Wohlen bei Bern;2592100;1204539;Säriswil, Dorf;PAG;Haltestelle;Bus;639
Riehen;2617215;1271010;Riehen, Rotengraben;BVB;Haltestelle;Bus;325
Freienstein-Teufen;2685025;1266850;Teufen ZH, Schulhaus;PAG;Haltestelle;Bus;423
Glarus Nord;2720000;1223480;Bilten, Sägestrasse;PAG;Haltestelle;Bus;421
Villigen;2658511;1263890;Villigen, Husberg;PAG;Haltestelle;Bus;365
Neuchâtel;2558641;1203329;Neuchâtel, Serrières Ruau;TRN;Haltestelle;Zug;432
Sarnen;2659888;1192491;Wilen (Sarnen), Dorf;PAG;Haltestelle;Bus;505
Safiental;2740720;1166152;Thalkirch, Gassli;PAG;Haltestelle;Bus;1705
Buus;2631882;1260917;Buus, Untere Farnsburg;PAG;Haltestelle;Bus;520
Schinznach;2651317;1254707;Oberflachs, Kasteln;PAG;Haltestelle;Bus;415
Küttigen;2646292;1252533;Küttigen, Abzw. Giebel;PAG;Haltestelle;Bus;451
Basel;2609057;1268295;Basel, Belforterstrasse;BVB;Haltestelle;Bus;275
Homburg;2715687;1275755;Oberhörstetten, Abzw.;PAG;Haltestelle;Bus;533
Blonay - Saint-Légier;2555810;1147446;St-Légier, La Veyre-d'En-Haut;VMCV;Haltestelle;Bus;519
Frauenfeld;2708872;1268682;Frauenfeld, Maiholzstrasse;SBF;Haltestelle;Bus;400
Anniviers;2611364;1117845;Vissoie, Fromagerie d'Anniviers;PAG;Haltestelle;Bus;1136
Feuerthalen;2691881;1282141;Langwiesen;SBB CFF FFS;Haltestelle;Zug;409
Lausanne;2537907;1151513;Lausanne, Croix d'Ouchy;TL;Haltestelle;Bus;412
Bussigny;2532896;1155064;Archy A (bif);SBB CFF FFS;Bedienpunkt;;408
Zug;2680950;1222260;Oberwil b. Zug, Rigiblick;ZVB;Haltestelle;Bus;417
Maur;2693724;1244001;Maur (See);SGG;Haltestelle;Schiff;435
Grosshöchstetten;2614200;1195737;Schlosswil, Nest;PAG;Haltestelle;Bus;753
Neckertal;2729499;1243130;Brunnadern, Furth;PAG;Haltestelle;Bus;667
Saas-Balen;2637762;1110863;Saas-Balen, Edelweiss;PAG;Haltestelle;Bus;1505
Uzwil;2728545;1256267;Niederuzwil, Friedeck;PAG;Haltestelle;Bus;517
Uzwil;2728570;1256770;Niederuzwil, Gaswerk;PAG;Haltestelle;Bus;508
La Chaux-de-Fonds;2554871;1217894;La Chaux-de-Fonds, Chemin blanc;TRN;Haltestelle;Bus;990
Rapperswil-Jona;2707501;1231950;Jona, St. Dionys;BRER;Haltestelle;Bus;419
Muttenz;2616884;1263590;Muttenz, Wartenberg (Vzw);BLT;Verzweigung, Abzweigung, Spaltweiche;;286
Chavornay;2533438;1173579;Chavornay;SBB CFF FFS;Haltestelle und Bedienpunkt;Bus / Zug;447
Waldstatt;2739306;1246701;Waldstatt, Dorf;PAG;Haltestelle;Bus;822
Safiental;2745996;1181692;Versam, Aclatobel;PAG;Haltestelle;Bus;1129
Kerns;2664189;1191815;St. Niklausen OW, Alpenblick;PAG;Haltestelle;Bus;774
Monthey;2562048;1121660;Choëx, Morneau;TPC;Haltestelle;Bus;520
Collombey-Muraz;2559739;1129449;Vionnaz, gare;PAG;Haltestelle;Bus;382
Courtételle;2590659;1243361;Courtételle, Sorne;PAG;Haltestelle;Bus;437
Sion;2596155;1118928;Sion, Maragnénaz;TSD;Haltestelle;Bus;669
Härkingen;2628363;1240488;Härkingen, Pfannenstiel;BOGG;Haltestelle;Bus;431
Eglisau;2681940;1269990;Eglisau, Altersheim;PAG;Haltestelle;Bus;390
Zug;2681435;1226025;Zug, Feldhof;ZVB;Haltestelle;Bus;422
Unteriberg;2703500;1211675;Unteriberg, Waag;PAG;Haltestelle;Bus;923
Hospental;2684164;1162771;Hospental, Zumdorf;PAG;Haltestelle;Bus;1498
Thusis;2752799;1173397;Thusis, Oberplatz;PAG;Haltestelle;Bus;739
Ferden;2624570;1137995;Ferden, Schulhaus;PAG;Haltestelle;Bus;1373
Chiasso;2722705;1076230;Pedrinate, Grotto Paradiso;AMSA;Haltestelle;Bus;420
Sorengo;2715657;1095564;Cremignone, Paese;TPL;Haltestelle;Bus;349
Hofstetten bei Brienz;2648827;1178373;Hofstetten b. Brienz, Kritz;PAG;Haltestelle;Bus;652
Adelboden;2604310;1145685;Laveygrat;BA;Haltestelle;Sesselbahn;2190
Embd;2630738;1118146;Kalpetran;MGB;Haltestelle;Zug;897
Airolo;2689738;1152120;Pesciüm (staz. 2);VBSA;Zugeordneter Betriebspunkt;;1728
Opfikon;2684557;1252794;Glattpark, Wright-Strasse;VBG;Haltestelle;Bus;425
Wolfwil;2627261;1235492;Wolfwil, Schulhaus;PAG;Haltestelle;Bus;426
Avenches;2569575;1192300;Avenches, poste;PAG;Haltestelle;Bus;450
L'Abergement;2527440;1178511;L'Abergement, village;TRAVYS;Haltestelle;Bus;651
Yverdon-les-Bains;2539921;1181037;Yverdon-les-Bains, 14 Avril;PAG;Haltestelle;Bus;434
Langnau im Emmental;2626312;1198741;Langnau i.E.;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;673
Wädenswil;2691597;1233984;Halbinsel Au;ZSG;Haltestelle;Schiff;407
Oberrieden;2686494;1237042;Oberrieden (See);ZSG;Haltestelle;Schiff;406
Hérémence;2596776;1106786;Pralong, (Val d'Hérémence);TSD;Haltestelle;Bus;1606
Surses;2765059;1164215;Cunter, Sumvei;PAG;Haltestelle;Bus;1199
Landquart;2760146;1203180;Mastrils, Höf;PAG;Haltestelle;Bus;565
Obersaxen Mundaun;2730247;1179045;Piz Mundaun;BPM;Haltestelle;Sesselbahn;1600
Vals;2731220;1163070;Gadastatt;SVGa;Haltestelle;Kabinenbahn;1818
Lostorf;2637773;1249062;Lostorf, Mineralquelle;BOGG;Haltestelle;Bus;480
La Côte-aux-Fées;2527269;1190721;La Côte-aux-Fées, Entre-Bolles;PAG;Haltestelle;Bus;1043
Bussigny;2531636;1156046;Bussigny, Jordil;TL;Haltestelle;Bus;417
Genève;2501769;1116887;Genève, Rieu;TPG;Haltestelle;Bus;414
Chur;2760732;1191922;Chur, Heckenweg;BuS;Haltestelle;Bus;595
Maienfeld;2758745;1208633;Maienfeld, Im Loretscher;PAG;Haltestelle;Bus;521
Furna;2770641;1200825;Furna, Abzw. Hasenhaus;PAG;Haltestelle;Bus;1322
Beinwil am See;2657787;1235427;Beinwil am See;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;520
Moudon;2550179;1168302;Moudon, Belflori;PAG;Haltestelle;Bus;566
Brig-Glis;2641639;1128789;Glis, Oberdorf;PAG;Haltestelle;Bus;710
Jussy;2510360;1121361;Jussy, Bellebouche;TPG;Haltestelle;Bus;481
Ueberstorf;2590290;1190354;Ueberstorf, Albligenstrasse;PAG;Haltestelle;Bus;654
Leuk;2612572;1127667;Susten, Pfyngut;LLB;Haltestelle;Bus;566
Birmensdorf (ZH);2677298;1245108;Birmensdorf ZH, Landikon Bach;PAG;Haltestelle;Bus;489
Felsberg;2755258;1190205;Felsberg, Underchrüzli;BuS;Haltestelle;Bus;570
Unterentfelden;2645824;1245800;Oberentfelden, Uerkenbrücke;BBA;Haltestelle;Bus;412
Neuhausen am Rheinfall;2688603;1283311;Neuhausen, Trubegüetli;VBSH;Haltestelle;Bus;446
Herbetswil;2608805;1236917;Herbetswil, Wolfsschlucht;PAG;Haltestelle;Bus;610
Hauterive (FR);2574355;1179919;Posieux, Agroscope;TPF;Haltestelle;Bus;655
Thusis;2757684;1171845;Mutten, Dorfmitte;PAG;Haltestelle;Bus;1398
Val Müstair;2816464;1170244;Buffalora P10;PAG;Haltestelle;Bus;1970
Jenaz;2772500;1201212;Pragg, Katzenboden;PAG;Haltestelle;Bus;734
Montanaire;2546236;1171425;St-Cierges, Transformateur;PAG;Haltestelle;Bus;763
Thônex;2505197;1117465;Thônex, Belle-Terre-Ecole;TPG;Haltestelle;Bus;429
Uerkheim;2642072;1239327;Uerkheim, Tannacker;AVA;Haltestelle;Bus;459
Nyon;2507102;1138729;Nyon, Le Groseillier;BNP;Haltestelle;Bus;427
Wallisellen;2687662;1252957;Wallisellen, Bützacker;VBG;Haltestelle;Bus;467
Muotathal;2705688;1200546;Bisisthal, Zentrale EBS;AAGS;Haltestelle;Bus;810
Davos;2784300;1177200;Sertig, Sand;VBD;Haltestelle;Bus;1860
Nürensdorf;2692085;1257388;Breite b. Nürensdorf, Sternen;VBG;Haltestelle;Bus;584
Schwarzenburg;2594185;1190188;Schwarzwasserbrücke;BLS;Haltestelle;Zug;646
Buttisholz;2649077;1217609;Buttisholz, Guglern;ARAG;Haltestelle;Bus;559
Tramelan;2575317;1230224;Tramelan-Dessous;CJ;Haltestelle;Zug;880
Meggen;2669593;1209595;Meggenhorn;SGV;Haltestelle;Schiff;435
Luzern;2666235;1210760;Luzern Einfahrt zb;SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;437
Altstätten;2758250;1250800;Altstätten SG, Ziel-Kornberg;BOS;Haltestelle;Bus;642
Altstätten;2756220;1250705;Altstätten SG, Ruppenhalde;BOS;Haltestelle;Bus;886
Chur;2760637;1189666;Chur, Sassal;BuS;Haltestelle;Bus;585
Schangnau;2634729;1184883;Bumbach, Skilift;PAG;Haltestelle;Bus;918
Belp;2604573;1193087;Belp;BLS;Haltestelle und Bedienpunkt;Zug;523
Meilen;2691724;1235860;Meilen, Beugen;VZO;Haltestelle;Bus;420
Zürich;2679282;1247739;Zürich, Fellenbergstrasse;VBZ;Haltestelle;Bus / Tram;422
Bernex;2494783;1113645;Bernex, Maison du Terroir;TPG;Haltestelle;Bus;423
Bischofszell;2735630;1262507;Bischofszell, Ibergstrasse;AOT;Haltestelle;Bus;470
Bürchen;2629051;1125530;Bürchen, Hasel;PAG;Haltestelle;Bus;1336
Gampel-Bratsch;2621030;1128996;Niedergampel,Zivilschutzanlage;RA;Haltestelle;Bus;626
Laufenburg;2646985;1268135;Laufenburg, Regionalspital;PAG;Haltestelle;Bus;308
Wettingen;2666776;1257413;Wettingen, Rathaus;RVBW;Haltestelle;Bus;394
Morges;2527951;1151533;Morges, St-Louis;MBC;Haltestelle;Bus;374
Buchegg;2602085;1221154;Hessigkofen, Post;PAG;Haltestelle;Bus;587
Le Grand-Saconnex;2498546;1121780;Grand-Saconnex, P+R P47;TPG;Haltestelle;Bus;425
Ayent;2597524;1124561;La Place (Ayent), Rougenan;PAG;Haltestelle;Bus;895
Brig-Glis;2636958;1127687;Brigerbad, Dorf;PAG;Haltestelle;Bus;650
Schleitheim;2679145;1289940;Schleitheim, Altersheim;VBSH;Haltestelle;Bus;470
Boécourt;2582931;1244409;Boécourt, Dos l'Essert;PAG;Haltestelle;Bus;523
Eichberg;2757842;1245772;Eichberg, Härdli;BOS;Haltestelle;Bus;501
Steffisburg;2616448;1180212;Schwendibach, Stutz;STI;Haltestelle;Bus;1170
Steffisburg;2617147;1180451;Schwendibach, Käserei;STI;Haltestelle;Bus;1170
La Chaux-de-Fonds;2553874;1217324;La Chaux-de-Fonds, Versoix;TRN;Haltestelle;Bus;986
Faido;2706400;1150063;Carì, Ticc di Dentro;PAG;Haltestelle;Bus;1592
Strengelbach;2637337;1236200;Strengelbach, Burgherr;AVA;Haltestelle;Bus;435
Meiringen;2655865;1175321;Balm b. Meiringen, Wirtschaft;PAG;Haltestelle;Bus;595
Grindelwald;2644479;1163846;Grindelwald Terminal (Eiger);WAB;Zugeordneter Betriebspunkt;;938
Autigny;2568177;1176202;Autigny, Café de l'Ecu;PAG;Haltestelle;Bus;683
Davos;2783948;1188207;Davos Dorf, Meierhöfe;VBD;Haltestelle;Bus;1547
Sursee;2650248;1224857;Sursee, Park;PAG;Haltestelle;Bus;504
Villars-sur-Glâne;2575438;1182558;Villars-sur-Glâne, Rte Soleil;TPF;Haltestelle;Bus;674
Domleschg;2753688;1177934;Pratval, Rietberg;PAG;Haltestelle;Bus;725
Einsiedeln;2701802;1224278;Egg SZ, Postplatz;PAG;Haltestelle;Bus;851
Kerns;2664018;1194452;Kerns, Chäli-Burgflue;PAG;Haltestelle;Bus;587
Urdorf;2675089;1247851;Mören (Vzw);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;462
Le Mont-sur-Lausanne;2538190;1157177;Le Mont-s.-Laus., Grand-Mont;TL;Haltestelle;Bus;695
Eglisau;2682270;1269590;Eglisau, Steinboden;PAG;Haltestelle;Bus;390
Maienfeld;2759506;1208301;Maienfeld, Herrenfeld;PAG;Haltestelle;Bus;536
Rapperswil-Jona;2705865;1232912;Jona, Vita-Parcours;VZO;Haltestelle;Bus;443
Begnins;2508625;1143600;Begnins, Charbonnier;PAG;Haltestelle;Bus;510
Ayent;2596943;1122362;Signèse (Ayent), Plan Signèse;PAG;Haltestelle;Bus;620
Bolken;2617132;1227196;Inkwil (Verzw);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;467
Sion;2596461;1119476;Bramois, Petit-Champsec;PAG;Haltestelle;Bus;509
Château-d'Oex;2577500;1144100;La Montagnette (La Braye);TCLB;Haltestelle;Sesselbahn;1630
Le Locle;2546977;1211571;Le Locle, G. Favre;TRN;Haltestelle;Bus;921
Montreux;2559594;1143040;Montreux, Ballallaz;VMCV;Haltestelle;Bus;462
Glarus Süd;2731291;1197244;Elm, Sportbahnen;AS;Haltestelle;Bus;1015
Glarus Süd;2731769;1200258;Elm, Meissenboden;AS;Haltestelle;Bus;877
Isenthal;2687802;1196795;Isenthal, Chäppeli;PAG;Haltestelle;Bus;624
Martigny;2571520;1105770;Martigny, Bassin du Manoir;PAG;Haltestelle;Bus;473
Reute (AR);2761444;1253854;Reute AR, Steinegacht;PAG;Haltestelle;Bus;783
Brienz (BE);2646213;1174902;Axalp, Totzweg;PAG;Haltestelle;Bus;1420
Diemtigen;2609601;1166044;Diemtigen, Zelgli;PAG;Haltestelle;Bus;845
Niedermuhlern;2602028;1190046;Niedermuhlern, Käserei;PAG;Haltestelle;Bus;830
Thusis;2752775;1173974;Thusis, Ruvria;PAG;Haltestelle;Bus;797
Le Mont-sur-Lausanne;2538450;1156789;Le Mont-sur-Lausanne, Coppoz;TL;Haltestelle;Bus;702
Zürich;2683161;1253830;Zürich, Käshaldenstrasse;VBZ;Haltestelle;Bus;452
Riehen;2616501;1270069;Riehen, Dinkelbergstrasse;BVB;Haltestelle;Bus;300
Hautemorges;2522875;1155411;Apples, La Mottaz;MBC;Haltestelle;Bus;615
Bern;2598327;1198532;Bern, Hardegg Vidmar;SVB;Haltestelle;Bus;558
Aigle;2568066;1130746;Plambuit;TPC;Haltestelle;Zug;801
Wiesendangen;2700454;1264374;Oberwinterthur SA Pünten;SBB CFF FFS;Anschlusspunkt;;462
Saint-Prex;2524489;1148431;St-Prex, gare nord;MBC;Haltestelle;Bus;397
Opfikon;2685170;1254358;Glattbrugg, Glatthof;VBG;Haltestelle;Bus;427
Sion;2591660;1119320;Sion, Chapelle;PAG;Haltestelle;Bus;506
St. Gallen;2747865;1255117;St. Gallen, Hagenbuch;VBSG;Haltestelle;Bus;691
La Chaux-de-Fonds;2553448;1217156;La Chaux-de-Fonds, Bibliothèque;TRN;Haltestelle;Bus;1008
Les Verrières;2525772;1195045;Les Verrières, Meudon;TRN;Haltestelle;Bus;929
Lugano;2719197;1096400;Aldesago, Narbostra;TPL;Haltestelle;Bus;576
Arosa;2773220;1188201;Langwies, Abzw. Schluocht;SFT;Haltestelle;Bus;1374
La Chaux-de-Fonds;2554577;1218241;La Chaux-de-Fonds, Charrière;TRN;Haltestelle;Bus;1007
La Roche;2576820;1171534;La Roche FR, école;TPF;Haltestelle;Bus;753
Kerns;2666152;1180903;Melchsee-Frutt, Tannensee;SMF;Haltestelle;Bus;1979
Steckborn;2716077;1280175;Steckborn, Haldenberg;PAG;Haltestelle;Bus;428
St. Gallen;2740556;1251653;St. Gallen, Winkeln;VBSG;Haltestelle;Bus;663
Widen;2669326;1247250;Widen, Imbismatt;PAG;Haltestelle;Bus;571
Eschen;2757628;1230815;Eschen, Haldengasse;VLM;Haltestelle;Bus;443
Simplon;2645944;1122306;Simplon Kulm, Bellevue;PAG;Haltestelle;Bus;2002
Amden;2729277;1223494;Amden (Talstat. Niederschlag);SBA;Haltestelle;Sesselbahn;908
Köniz;2598137;1192355;Oberscherli, Lehmackerweg;PAG;Haltestelle;Bus;751
Engelberg;2675179;1180416;Titlis;BET;Haltestelle;Kabinenbahn;3033
Kriens;2665491;1208115;Kriens, Dattenmatt;VBL;Haltestelle;Bus;450
Nendaz;2590513;1109317;Siviez (Plan du Fou aval);NVRM;Zugeordneter Betriebspunkt;;1729
Grüsch;2766200;1204490;Valzeina, Geissgaden;PAG;Haltestelle;Bus;678
Kerzers;2581792;1204329;Kerzers Papiliorama;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;438
Langnau am Albis;2682850;1237838;Langnau am Albis, Altersheim;SZU;Haltestelle;Bus;525
Gamprin;2756525;1232188;Gamprin, Mühlegass;VLM;Haltestelle;Bus;439
Cressier (NE);2569675;1211291;Cressier NE;SBB CFF FFS;Haltestelle;Zug;436
Thalwil;2685239;1237922;Thalwil, Gewerbestrasse;SZU;Haltestelle;Bus;480
Ried-Brig;2643882;1128505;Ried-Brig, Bleiken;PAG;Haltestelle;Bus;880
Blenio;2714000;1154029;Olivone, Petullo;ABl;Haltestelle;Bus;893
Basel;2611547;1269659;Basel, Depot Wiesenplatz (Wds);BVB;Wendeschleife;;268
Urnäsch;2739619;1242416;Urnäsch;AB;Haltestelle und Bedienpunkt;Zug;824
Zug;2681420;1225780;Zug, Gartenstadt;ZVB;Haltestelle;Bus;421
Davos;2780294;1182203;Davos Frauenkirch;RhB FR VR;Haltestelle und Bedienpunkt;Zug;1505
Pratteln;2618111;1263652;Pratteln Ueberwerfung;SBB CFF FFS;Bedienpunkt;;288
Lugano;2717127;1095701;Lugano, Piazza Rezzonico;TPL;Haltestelle;Bus;273
La Chaux-de-Fonds;2552454;1215898;La Chaux-de-Fonds, Morgarten;TRN;Haltestelle;Bus;999
Aclens;2529930;1157464;Vufflens-Aclens, zone industr.;TL;Haltestelle;Bus;406
Neuchâtel;2562709;1205261;Neuchâtel, CSEM/Bas-du-Mail;TRN;Haltestelle;Bus;443
Neuchâtel;2563427;1205889;Neuchâtel, Chemin des Mulets;TRN;Haltestelle;Bus;446
Bottighofen;2733237;1278626;Bottighofen (See);SBS;Haltestelle;Schiff;398
Uebeschi;2607993;1177056;Uebeschi, Dürrenbühl;STI;Haltestelle;Bus;656
Basel;2611133;1266695;Basel, Heuwaage (Wds);BLT;Wendeschleife;;262
Saas-Fee;2638137;1107336;Saas-Fee, Alphitta;OSF;Haltestelle;Bus;1762
Val-de-Travers;2532518;1193407;Buttes;TRN;Haltestelle und Bedienpunkt;Zug;769
Bellinzona;2721870;1121923;Gnosca, Cusnà;PAG;Haltestelle;Bus;248
Mönchaltorf;2697006;1240536;Mönchaltorf, Traube;VZO;Haltestelle;Bus;442
Neuchâtel;2558395;1203881;Peseux, Fornachon;TRN;Haltestelle;Bus;528
Lancy;2498594;1116228;Lancy-Bâtie (bif);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;385
Massagno;2716493;1096525;Lugano Nord;SBB CFF FFS;Spurtrennung;;342
Gibloux;2568300;1174375;Estavayer-le-Gibloux, village;PAG;Haltestelle;Bus;715
Bellinzona;2720002;1115648;Sementina, Rotonda;PAG;Haltestelle;Bus;230
Termen;2646402;1128285;Rosswald;LRR;Haltestelle;Kabinenbahn;1821
Meierskappel;2675980;1219174;Meierskappel, Käppelihof;PAG;Haltestelle;Bus;497
Roches (BE);2596399;1240089;Choindez, La Charbonnière;PAG;Haltestelle;Bus;479
Wädenswil;2692921;1231873;Wädenswil, Neudorf;SZU;Haltestelle;Bus;430
