Gemeinde_Name;E;N;Name;Transportunternehmen_Abkuerzung;Betriebspunkttyp_Bezeichnung;Verkehrsmittel_Bezeichnung;Hšhe
Vevey;2554935;1146886;Vevey, Gilamont;VMCV;Haltestelle;Bus;416
Rüschlikon;2683613;1240163;Nidelbad Süd (Abzw);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;420
Eschenbach (SG);2717894;1238328;Atzmännig Schutt (Talstation);SSA;Haltestelle;Sesselbahn;840
Schaffhausen;2690774;1284528;Schaffhausen, Niklausen;VBSH;Haltestelle;Bus;457
Klosters;2781106;1197799;Saas i.P., Haus Fluor;PAG;Haltestelle;Bus;987
Aigle;2562877;1129904;Aigle, Collège Planchette;TPC;Haltestelle;Bus;396
Münchwilen (TG);2717630;1259629;Münchwilen TG;AB;Haltestelle;Zug;515
Brissago;2700164;1109838;Isole di Brissago;NLM;Haltestelle;Schiff;193
Stettlen;2606520;1200837;Stettlen, Linde;RBS;Haltestelle;Bus;560
Klosters;2793665;1187737;Vereina Nord;RhB FR VR;Verzweigung, Abzweigung, Spaltweiche;;1417
Einsiedeln;2699730;1221600;Einsiedeln, Horgenberg;PAG;Haltestelle;Bus;900
Jens;2586233;1216705;Jens, Birkenweg;PAG;Haltestelle;Bus;503
Lostorf;2637281;1248161;Lostorf, Buechehof;BOGG;Haltestelle;Bus;459
Bois-d'Amont;2578665;1179200;Ependes FR, Invuet;TPF;Haltestelle;Bus;709
Engelberg;2673965;1185993;Engelberg, Gemeindehaus;EAB;Haltestelle;Bus;1010
Langenthal;2626221;1229258;Langenthal, Wiesenstrasse;asm;Haltestelle;Bus;472
Lausanne;2538856;1151981;Lausanne, Eglantine;TL;Haltestelle;Bus;487
Meilen;2692960;1236440;Meilen, Au;VZO;Haltestelle;Bus;620
Zürich;2684271;1248296;Zürich, Hinterbergstrasse;VBZ;Haltestelle;Bus;511
Deitingen;2613793;1229199;Deitingen, Feuerwehrmagazin;BSU;Haltestelle;Bus;430
Risch;2676694;1220735;Brüglen (Spw);SBB CFF FFS;Spurwechsel;;455
Teufenthal (AG);2652612;1241666;Teufenthal AG, Moos;RBL;Haltestelle;Bus;447
Schaffhausen;2691473;1283714;Schaffhausen, Buchthalen;VBSH;Haltestelle;Bus;455
Arosa;2768624;1189271;St. Peter, Caflies;PAG;Haltestelle;Bus;1275
La Neuveville;2573779;1212320;La Neuveville (bateau);BSG;Haltestelle;Schiff;431
Meiringen;2653936;1176063;Unterbach BE, Garage Egger;PAG;Haltestelle;Bus;576
Horgen;2688626;1234403;Horgen, Glärnischhof;SZU;Haltestelle;Bus;446
Verzasca;2704218;1128207;Brione (Verzasca), Paese;PAG;Haltestelle;Bus;756
Vernier;2497275;1118342;Vernier, Libellules;TPG;Haltestelle;Bus;422
Sierre;2607215;1126663;Sierre/Siders, gare;PAG;Haltestelle;Bus;535
Brugg;2659317;1260899;Lauffohr, Langmatt;PAG;Haltestelle;Bus;336
Wädenswil;2693047;1225664;Hütten, Schulhaus;SZU;Haltestelle;Bus;739
Buchegg;2605832;1221737;Küttigkofen, Schulhaus;PAG;Haltestelle;Bus;495
Troistorrents;2560855;1121701;Pont de Chemex;TPC;Haltestelle ausser Betrieb;;677
Genève;2501814;1117463;Genève-Eaux-Vives;SBB CFF FFS;Haltestelle;Zug;386
Bossonnens;2554721;1152447;Bossonnens, village;VMCV;Haltestelle;Bus;748
Melide;2717029;1090442;Melide, Stazione;PAG;Haltestelle;Bus;275
Capriasca;2719322;1103527;Roveredo TI, Miera;PAG;Haltestelle;Bus;688
St. Gallen;2746249;1255150;St. Gallen, Dierauerstrasse;VBSG;Haltestelle;Bus;702
Regensdorf;2679007;1253171;Zürich Gubrist;SBB CFF FFS;Bedienpunkt;;451
Morbio Inferiore;2722916;1078304;Morbio Inferiore, Via Vela;AMSA;Haltestelle;Bus;286
Orvin;2580617;1222658;Les Prés-d'Orvin, Ch. Cernils;VB TPB;Haltestelle;Bus;992
Gossau (SG);2736887;1252384;Gossau SG, Geissberg;REGO;Haltestelle;Bus;663
Villmergen;2661387;1244753;Villmergen, Birkenweg;AVA;Haltestelle;Bus;422
Sainte-Croix;2523812;1186304;L'Auberson, La Grand'Borne;TRAVYS;Haltestelle;Bus;1096
Orbe;2531209;1174917;Orbe, route de Chavornay;TRAVYS;Haltestelle;Bus;445
Engelberg;2674927;1185485;Engelberg, Vorderstockli;EAB;Haltestelle;Bus;1020
Brusio;2808303;1126010;Viano, Paese;PAG;Haltestelle;Bus;1282
Willadingen;2613794;1221758;Willadingen, Moosgasse;BüBu;Haltestelle;Bus;464
Morschach;2691262;1205048;Morschach Talstat. (Luftseilb);StoB;Haltestelle;Kabinenbahn;645
Basel;2608903;1269028;Basel, Burgfelderhof Wds West;BVB;Wendeschleife;;266
Zürich;2682785;1248499;Zürich, Museum für Gestaltung;VBZ;Haltestelle;Bus / Tram;406
Jorat-Mézières;2549840;1160084;Ferlens VD, Champ des Oches;PAG;Haltestelle;Bus;747
Gebenstorf;2660151;1259081;Gebenstorf, Rieden;PAG;Haltestelle;Bus;372
Oron;2553620;1156222;Palézieux-Village, collège;PAG;Haltestelle;Bus;637
Oberdorf (NW);2672109;1199867;Staldifeld (Ausw);zb;Ausweiche;;467
Beckenried;2678888;1202274;Beckenried, Post;PAG;Haltestelle;Bus;437
Lauterbrunnen;2635972;1160904;Lauterbrunnen;BOB;Haltestelle und Bedienpunkt;Zug;796
Teufen (AR);2747315;1250651;Teufen AR, Bahnhof;PAG;Haltestelle;Bus;836
Bottighofen;2732945;1278058;Bottighofen, Post;PAG;Haltestelle;Bus;410
Carouge (GE);2500110;1114875;Carouge GE, Fillion;TPG;Haltestelle;Bus;419
Klosters;2780637;1197901;Saas im Prättigau;RhB FR VR;Haltestelle;Zug;936
Savièse;2593690;1124704;Savièse, Mayens-de-la-Zour;PAG;Haltestelle;Bus;1318
Kappelen;2587962;1215202;Kappelen, Werdthof;PAG;Haltestelle;Bus;439
Hildisrieden;2660890;1220579;Hildisrieden, Hapfern;AAGR;Haltestelle;Bus;687
Guggisberg;2591116;1178306;Hirschmatt (Guggisberg),Schule;PAG;Haltestelle;Bus;829
Lumnezia;2733436;1176559;Morissen, Padrus;PAG;Haltestelle;Bus;1271
Moudon;2551020;1168574;Moudon, Verger;PAG;Haltestelle;Bus;515
Winterthur;2696629;1262245;Winterthur, Tellstrasse;SBW;Haltestelle;Bus;439
Rivaz;2549682;1147190;Rivaz, gare;TPF;Haltestelle;Bus;384
Schenkon;2652651;1225365;Schenkon, Zentrum;PAG;Haltestelle;Bus;527
Collonge-Bellerive;2504540;1122631;Collonge-Bellerive, Bois-Caran;TPG;Haltestelle;Bus;402
La Chaux-de-Fonds;2553576;1217849;La Chaux-de-Fonds, 1er août;TRN;Haltestelle;Bus;1039
Collombey-Muraz;2562442;1124646;Corbier;TPC;Haltestelle;Zug;390
Oberkirch;2651314;1223542;Oberkirch LU, Zum gold. Wagen;ARAG;Haltestelle;Bus;518
Oberhofen am Thunersee;2619133;1173977;Oberhofen a.T., Örtlibach;STI;Haltestelle;Bus;557
Prangins;2508578;1138288;Prangins, Sadex;TPN;Haltestelle;Bus;381
Trimbach;2634907;1245726;Trimbach, Hagmatt;BOGG;Haltestelle;Bus;407
Montreux;2559581;1142359;Montreux, avenue Nestlé;VMCV;Haltestelle;Bus;390
Wartau;2752100;1217575;Gonzen Palfris, Scheidweg;BOS;Haltestelle;Bus;1222
Kirchberg (SG);2721525;1255749;Kirchberg SG, Fetzhof;BOS;Haltestelle;Bus;575
Zürich;2685864;1248176;Zürich, Dreiwiesen;VBZ;Haltestelle;Bus;608
Pratteln;2619250;1263400;Pratteln, Schlossstrasse;AAGL;Haltestelle;Bus / Tram;288
Deitingen;2613656;1229715;Deitingen;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;429
Burgdorf;2613236;1212056;Burgdorf, Lerchenbühlweg;BLAG;Haltestelle;Bus;532
Evolène;2605085;1103042;Les Haudères, Pralovin;PAG;Haltestelle;Bus;1447
Genève;2500000;1117800;Genève, Bel-Air (bif);TPG;Verzweigung, Abzweigung, Spaltweiche;;373
Rapperswil-Jona;2705968;1232440;Jona, Grüt;VZO;Haltestelle;Bus;427
Egnach;2747593;1266584;Egnach, Wiedehorn;AOT;Haltestelle;Bus;408
Leissigen;2625403;1167187;Leissigen (See);BLSSF;Haltestelle;Schiff;570
Sarnen;2660556;1193272;Sarnen Kurhaus (See);MSSG;Haltestelle;Schiff;469
Zürich;2686639;1248661;Zürich, Tobelhof;VBZ;Haltestelle;Bus;603
Basel;2610330;1267211;Basel, Brausebad;BVB;Haltestelle;Bus / Tram;278
Bichelsee-Balterswil;2713184;1257050;Balterswil, Rietwies;BOS;Haltestelle;Bus;580
Montreux;2558416;1144967;Chailly-Montreux, Bonnettes;VMCV;Haltestelle;Bus;501
Grüsch;2769158;1206306;Fanas, Seilbahn;PAG;Haltestelle;Bus;924
Zwischbergen;2652496;1113119;Zwischbergen, Sera;PAG;Haltestelle;Bus;1270
Mont-Vully;2575198;1201234;Sugiez, poste;TPF;Haltestelle;Bus;433
Röthenbach im Emmental;2624550;1189952;Röthenbach i.E., Fischbach;BLAG;Haltestelle;Bus;827
Eglisau;2681695;1269600;Eglisau, Oberseglingen;PAG;Haltestelle;Bus;390
Mendrisio;2719710;1081350;Mendrisio, Via Angelo Maspoli;PAG;Haltestelle;Bus;315
Gontenschwil;2653402;1236846;Gontenschwil;AVA;Haltestelle und Bedienpunkt;Zug;510
Buchs (SG);2751408;1223579;Buchserberg, Berghaus;BOS;Haltestelle;Bus;1360
Frauenfeld;2708370;1266197;Gerlikon, Dorf;PAG;Haltestelle;Bus;550
Porrentruy;2571807;1251240;Porrentruy, Mont Terri;PAG;Haltestelle;Bus;433
Solothurn;2607143;1229239;Solothurn, Bergstrasse;BSU;Haltestelle;Bus;454
Bourg-en-Lavaux;2545354;1148834;Cully, gare;PAG;Haltestelle;Bus;391
Zürich;2682189;1247401;Zürich, Werd;VBZ;Haltestelle;Tram;411
Würenlos;2669428;1255402;Würenlos, Bahnhofplatz;RVBW;Haltestelle;Bus;420
Ruswil;2651984;1214868;Ruswil, Rebstockstrasse;ARAG;Haltestelle;Bus;628
Küsnacht (ZH);2686802;1241801;Küsnacht ZH, Schiedhaldensteig;VBZ;Haltestelle;Bus;415
Sierre;2606482;1126907;Sierre, Villa;BS;Haltestelle;Bus;565
La Chaux-de-Fonds;2551923;1218711;Les Joux-Derrière, La Grébille;PAG;Haltestelle;Bus;1063
Le Locle;2548842;1212992;Le Locle, Verger;TRN;Haltestelle;Bus;950
Aeschi bei Spiez;2619358;1166010;Mülenen, Chappelegand;PAG;Haltestelle;Bus;684
Balsthal;2621256;1240991;Balsthal, Pfadiheim;PAG;Haltestelle;Bus;560
Spreitenbach;2671299;1252815;RBL Mitte (Abzw);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;390
Val Terbi;2598838;1244430;Recolaine, Es Montes;PAG;Haltestelle;Bus;460
Martigny;2573746;1106126;Martigny, Levant;BUM;Haltestelle;Bus;460
Spiez;2614988;1173689;Einigen, Chanderbrügg;STI;Haltestelle;Bus;565
Horgen;2689379;1234272;Horgen, Rietli;SZU;Haltestelle;Bus;411
Muotathal;2700359;1203423;Muotathal, Post;AAGS;Haltestelle;Bus;612
Büttikon;2662946;1242180;Büttikon AG, Brunnächer;PAG;Haltestelle;Bus;505
Kriens;2663477;1210196;Kriens, Zumhof;VBL;Haltestelle;Bus;585
Bioggio;2713832;1097279;Bioggio, Cuccarello;PAG;Haltestelle;Bus;347
Muotathal;2709318;1196995;Glattalp;EBS;Haltestelle;Kabinenbahn;1871
Lutry;2541788;1151646;Lutry, Corsy-Dessous;TL;Haltestelle;Bus;530
Niederbipp;2619357;1235506;Niederbipp, Bahnhof;BOGG;Haltestelle;Bus;468
Gryon;2572116;1125879;La Barboleuse (télécabine);TVGD;Haltestelle;Kabinenbahn;1219
Sins;2670730;1226350;Aettenschwil, Post;ZVB;Haltestelle;Bus;488
Saint-Martin (VS);2601000;1112342;St-Martin VS, Liez;PAG;Haltestelle;Bus;1292
Baltschieder;2631236;1128387;St. German (Abzw);BLS;Bedienpunkt;;647
Sion;2594818;1117421;Les Agettes, Tsamorés;PAG;Haltestelle;Bus;1122
Riehen;2615986;1269654;Riehen, Martinsrain;BVB;Haltestelle;Bus;303
Gibloux;2572690;1176830;Magnedens, village;TPF;Haltestelle;Bus;707
Maur;2692350;1244330;Maur, Platten;VBZ;Haltestelle;Bus;513
Medel (Lucmagn);2706727;1164855;Platta, Sogn Gions;PAG;Haltestelle;Bus;1591
Clos du Doubs;2570836;1241997;Epiquerez, village;PAG;Haltestelle;Bus;881
Teufen (AR);2745625;1250833;Niederteufen;AB;Haltestelle;Zug;831
Pfäffikon;2701425;1247725;Pfäffikon ZH, Bussenhausen;PAG;Haltestelle;Bus;560
Guggisberg;2593534;1179996;Riffenmatt, Schwendi;PAG;Haltestelle;Bus;1088
Münchenbuchsee;2600044;1207930;Münchenbuchsee, Schönegg;RBS;Haltestelle;Bus;566
Corgémont;2578380;1226954;Sonceboz-Sombeval Ouest;SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;659
Gams;2752801;1230261;Gams, Pilgerbrunnen;BOS;Haltestelle;Bus;458
Döttingen;2661524;1269346;Döttingen, Zentrum;PAG;Haltestelle;Bus;326
Grindelwald;2644997;1164163;Grindelwald, Salzmannsegg;GWB;Haltestelle;Bus;1043
Guggisberg;2593505;1180555;Riffenmatt, Neuenmatt;PAG;Haltestelle;Bus;1118
Ollon;2571564;1128238;Col-de-Soud;TPC;Haltestelle;Zug;1527
Montreux;2558032;1144807;Chailly-Montreux, village;VMCV;Haltestelle;Bus;477
Cologny;2503497;1119608;Cologny, Fraidieu;TPG;Haltestelle;Bus;471
Zuchwil;2609093;1229366;Zuchwil, Sportzentrum;BSU;Haltestelle;Bus;435
Küttigen;2645637;1252280;Küttigen, Oberdorf;PAG;Haltestelle;Bus;434
Ardon;2587057;1117474;Ardon;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;488
Spiez;2621460;1168569;Faulensee, Möve;PAG;Haltestelle;Bus;564
Scuol;2811147;1184170;Ardez, Bröl;PAG;Haltestelle;Bus;1464
Domat/Ems;2755794;1190023;Felsberg;RhB FR VR;Haltestelle und Bedienpunkt;Zug;569
Männedorf;2694654;1234296;Männedorf (See);ZSG;Haltestelle;Schiff;419
Schiers;2774492;1206825;Schuders, Abzw. Valmära;PAG;Haltestelle;Bus;1230
Rifferswil;2679932;1233573;Rifferswil, Unterrifferswil;PAG;Haltestelle;Bus;590
Val-de-Travers;2530327;1195728;Les Bayards, gare;TRN;Haltestelle;Bus;936
Riviera;2718276;1130347;Lodrino, Balma;PAG;Haltestelle;Bus;272
Vionnaz;2555874;1129609;Torgon, douane;PAG;Haltestelle;Bus;1126
Buchegg;2601307;1221629;Bibern SO, Post;PAG;Haltestelle;Bus;515
Bürglen (UR);2694430;1192520;Bürglen UR, Loreto;PAG;Haltestelle;Bus;655
Studen (BE);2589642;1217872;Studen BE, Wydenplatz;asm;Haltestelle;Bus;434
Lumnezia;2732997;1173398;Uors, Surcasti;PAG;Haltestelle;Bus;966
Villaz;2563688;1176275;Villarimboud, anc. poste;PAG;Haltestelle;Bus;760
Bettlach;2599380;1227291;Bettlach, Mathys;BGU;Haltestelle;Bus;446
Lugano;2720150;1096278;Brè, S. Antonio;TPL;Haltestelle;Bus;788
St. Gallen;2745480;1253005;St. Gallen, Riethüsli;PAG;Haltestelle;Bus;750
Zernez;2803007;1182574;Sagliains;RhB FR VR;Haltestelle und Bedienpunkt;Zug;1432
Ollon;2571503;1126816;Villars-sur-Ollon, La Roche;TPC;Haltestelle;Bus;1350
Rhäzüns;2749660;1185038;Rhäzüns;RhB FR VR;Haltestelle und Bedienpunkt;Zug;654
Crans (VD);2506244;1135417;Crans VD, Les Landes;TPN;Haltestelle;Bus;382
Ascona;2703166;1113277;Ascona, Manor Delta;FART;Haltestelle;Bus;209
Flawil;2732139;1253054;Flawil, Bahnhof;PAG;Haltestelle;Bus;610
Gingins;2502950;1140350;Gingins, ouest;TPN;Haltestelle;Bus;540
Veltheim (AG);2653432;1254401;Veltheim AG, Kirchgemeindehaus;PAG;Haltestelle;Bus;379
Kleinlützel;2598798;1252760;Kleinlützel, Niedermatt;PAG;Haltestelle;Bus;416
Gambarogno;2707336;1105874;Indemini, Paese;PAG;Haltestelle;Bus;983
Wil (SG);2721480;1258194;Wil SG, Rudenzburg;BOS;Haltestelle;Bus;571
Liddes;2579174;1095095;Liddes, Rive-Haute;TMR;Haltestelle;Bus;1219
Wohlen (AG);2663957;1244274;Wohlen AG, Turmstrasse;PAG;Haltestelle;Bus;420
Thal;2760663;1261229;Altenrhein, Hegi;BOS;Haltestelle;Bus;398
Dietikon;2672844;1250835;Dietikon, Bahnhofstrasse;VBZ;Haltestelle;Bus;390
Feusisberg;2696056;1226175;Schindellegi, Sunnestrahl;PAG;Haltestelle;Bus;713
Visp;2634345;1126389;Visp, Spital;PAG;Haltestelle;Bus;675
Wittenbach;2746707;1258816;Wittenbach, Gemeindehaus;PAG;Haltestelle;Bus;595
Sils im Engadin/Segl;2778928;1145127;Sils/Segl Maria, Pas-chs;SS;Haltestelle;Bus;1801
Wohlen (AG);2662820;1244533;Wohlen AG, Bahnhof;PAG;Haltestelle;Bus;423
Pieterlen;2592467;1224496;Pieterlen, Bahnhof;asm;Haltestelle;Bus;437
Brusio;2808050;1124170;Campocologno, Scuola;PAG;Haltestelle;Bus;837
Thal;2760891;1259425;Thal, Löwen;PAG;Haltestelle;Bus;410
Hemberg;2731355;1240245;Hemberg, Dorf;PAG;Haltestelle;Bus;946
Zug;2681020;1225500;Zug, Stadion;ZVB;Haltestelle;Bus;419
Pfeffingen;2611620;1256627;Pfeffingen, Bellevue;BLT;Haltestelle;Bus;394
Bournens;2532950;1161763;Bournens, école;PAG;Haltestelle;Bus;561
Wallisellen;2687486;1251928;Wallisellen, Rosenberg;VBG;Haltestelle;Bus;436
Freienstein-Teufen;2686050;1265550;Freienstein, Breite;PAG;Haltestelle;Bus;370
La Chaux-de-Fonds;2552535;1215547;La Chaux-de-Fonds,Musée paysan;TRN;Haltestelle;Bus;990
Oron;2551503;1158075;Vuibroye, village;PAG;Haltestelle;Bus;635
Lyss;2589691;1213500;Lyss, Beundengasse;PAG;Haltestelle;Bus;443
Neckertal;2732323;1244220;Dicken b Dgh, Dorf;PAG;Haltestelle;Bus;814
Bulle;2571019;1163501;Bulle, Pierre-Alex;TPF;Haltestelle;Bus;754
Delémont;2593310;1245689;Delémont;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;413
Hochfelden;2680925;1264222;Hochfelden, Grabenstrasse;PAG;Haltestelle;Bus;407
Schlieren;2675914;1250152;Schlieren, Geissweid;VBZ;Haltestelle;Bus;392
Seon;2655019;1246188;Seon, Birren Nord;RBL;Haltestelle;Bus;446
Seengen;2658040;1241935;Seengen, Poststrasse;RBL;Haltestelle;Bus;479
Salvan;2567545;1109395;Salvan, La Matze;TMR;Haltestelle;Bus;1213
Davos;2773963;1174987;Davos Wiesen, Kirche;PAG;Haltestelle;Bus;1429
Estavayer;2554219;1189184;Estavayer-le-Lac (bateau);LNM;Haltestelle;Schiff;430
Eggiwil;2626489;1190122;Eggiwil, obere Zilmatt;BLAG;Haltestelle;Bus;765
Chur;2758235;1192162;Chur, Altes Gaswerk;BuS;Haltestelle;Bus;563
Genève;2501654;1117314;Genève-Eaux-Vives, gare;TPG;Haltestelle;Bus / Tram;398
Grenchen;2597867;1227400;Grenchen, Flurstrasse Nord;BGU;Haltestelle;Bus;473
Schaffhausen;2690261;1283433;Schaffhausen (Schifflände);URh;Haltestelle;Schiff;385
Ammerswil;2658141;1246988;Ammerswil AG, Kirche;RBL;Haltestelle;Bus;449
Münsterlingen;2734750;1276861;Scherzingen, Rohrenzelg;PAG;Haltestelle;Bus;434
Wimmis;2615579;1170314;Eifeld;BLS;Haltestelle und Bedienpunkt;Zug;625
Twann-Tüscherz;2577718;1213163;St. Petersinsel Süd;BSG;Haltestelle;Schiff;429
Gals;2570388;1208545;Gals, Gemeindehaus;PAG;Haltestelle;Bus;448
Göschenen;2685675;1168729;Göschenen, Grit;PAG;Haltestelle;Bus;1198
Stansstad;2668901;1203684;Stansstad, Kilchlidossen;PAG;Haltestelle;Bus;520
Delémont;2592978;1245874;Delémont, Pont Neuf;PAG;Haltestelle;Bus;412
Balzers;2757580;1214490;Balzers, Palduinstrasse;VLM;Haltestelle;Bus;510
Uster;2697337;1246373;Uster, Sportanlage;VZO;Haltestelle;Bus;484
Le Mont-sur-Lausanne;2538314;1158063;Le Mont-sur-Lausanne, Fougères;TL;Haltestelle;Bus;713
Unterengstringen;2676186;1251404;Unterengstringen, Langwisen;VBZ;Haltestelle;Bus;390
Weiningen (ZH);2675106;1252559;Weiningen ZH, Lindenplatz;VBZ;Haltestelle;Bus;413
Kerns;2664437;1185119;Melchtal, Sportcamp;PAG;Haltestelle;Bus;965
Frutigen;2616130;1160007;Frutigen, Ischlag;PAG;Haltestelle;Bus;790
Luzern;2662442;1211212;Littau, Gasshof;VBL;Haltestelle;Bus;512
Herbetswil;2608993;1239313;Herbetswil, Mieschegg;PAG;Haltestelle;Bus;1087
Schattenhalb;2657269;1174527;Willigen (Reichenbachfallbahn);KWO;Haltestelle;Standseilbahn;610
Diemtigen;2609711;1166447;Diemtigen, Dorf;PAG;Haltestelle;Bus;820
Basel;2611880;1266783;Basel, Aeschenplatz (Vzw Ost);BVB;Verzweigung, Abzweigung, Spaltweiche;;270
Oberwil (BL);2609421;1263471;Oberwil BL, Auf der Wacht;BLT;Haltestelle;Bus;297
Köniz;2598357;1197982;Liebefeld, Sportweg;SVB;Haltestelle;Bus;562
Giebenach;2622938;1263689;Giebenach, Rainweg;AAGL;Haltestelle;Bus;322
Lausen;2623640;1258313;Lausen, Ronda;AAGL;Haltestelle;Bus;332
Winterthur;2696750;1261834;Winterthur, Rudolfstrasse/HB;SBW;Haltestelle;Bus;439
Steinmaur;2675266;1260478;Steinmaur, Sünikon;PAG;Haltestelle;Bus;465
Frauenfeld;2709897;1268076;Frauenfeld Marktplatz;AB;Haltestelle;Zug;417
Klosters;2786528;1192827;Klosters, Mälcheti;PAG;Haltestelle;Bus;1234
Klosters;2781787;1197485;Saas i.P., Waldhof;PAG;Haltestelle;Bus;1014
Val de Bagnes;2583455;1102100;Martinet;TMR;Haltestelle;Bus;839
Sierre;2609221;1126816;Sierre, Parc de Finges;PAG;Haltestelle;Bus;555
Thusis;2753029;1173459;Thusis, Dorf;PAG;Haltestelle;Bus;722
Val de Bagnes;2584077;1101682;Versegères, Les Matteys;TMR;Haltestelle;Bus;879
Val de Bagnes;2582764;1103139;Le Châble VS, rte Montagnier;TMR;Haltestelle;Bus;837
Diemtigen;2609936;1166551;Diemtigen, Friedhof;PAG;Haltestelle;Bus;800
Möhlin;2630624;1269113;Möhlin, Sportzentrum;PAG;Haltestelle;Bus;298
Arosa;2770034;1182929;Arosa, Brüggli/Skischule;AVB;Haltestelle;Bus;1827
Martigny;2572753;1104226;Chemin, contour du Botzaz;PAG;Haltestelle;Bus;1000
Le Locle;2547390;1212104;Le Locle;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;946
Wigoltingen;2721513;1273435;Engwang, Dorf;PAG;Haltestelle;Bus;446
Dübendorf;2689561;1251194;Dübendorf, Chriesmatt;VBG;Haltestelle;Bus;433
Lugano;2717434;1096827;Lugano, Piazza Molino Nuovo 2;TPL;Haltestelle;Bus;291
Tresa;2706217;1095404;Sessa, Bonzaglio;PAG;Haltestelle;Bus;381
Gamprin;2756943;1232647;Gamprin, Jedergass;VLM;Haltestelle;Bus;437
Ufhusen;2636512;1217839;Ufhusen, Ruefswil;PAG;Haltestelle;Bus;650
Sion;2597120;1120048;Bramois, Ecole;PAG;Haltestelle;Bus;508
Schluein;2736446;1182550;Schluein, plaz da ballapei;PAG;Haltestelle;Bus;687
Laufenburg;2649558;1264296;Obersulz, Hauptstrasse;PAG;Haltestelle;Bus;399
Val de Bagnes;2582500;1107876;Tête de Savoleyres;TV;Haltestelle;Sesselbahn;2367
Grenchen;2597568;1226176;Grenchen, Sportstrasse;BGU;Haltestelle;Bus;434
Leysin;2566764;1132318;Versmont;TPC;Haltestelle;Zug;1328
Schaffhausen;2689547;1285780;Schaffhausen, Talberg;VBSH;Haltestelle;Bus;451
Dietikon;2674052;1250228;Glanzenberg, Bahnhof;VBZ;Haltestelle;Bus;390
Saint-Blaise;2565342;1206664;St-Blaise (bateau);LNM;Haltestelle;Schiff;430
Saas-Balen;2637558;1111699;Saas-Balen, zur kl. Kapelle;PAG;Haltestelle;Bus;1487
Wil (SG);2721900;1258650;Wil SG, Sonnenberg;BOS;Haltestelle;Bus;598
Balerna;2721687;1078449;Balerna;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;269
Blonay - Saint-Légier;2556052;1147416;St-Légier, Grangette;VMCV;Haltestelle;Bus;540
Blonay - Saint-Légier;2558298;1146174;Blonay, gare;VMCV;Haltestelle;Bus;620
Walterswil (BE);2625075;1216903;Walterswil BE, Neuweid;OUW;Haltestelle;Bus;661
Neuchâtel;2557789;1203978;Peseux, Cévenols;TRN;Haltestelle;Bus;541
Le Locle;2544604;1215075;Saut-du-Doubs;NLB;Haltestelle;Schiff;750
Le Locle;2543712;1213317;Les Brenets (Lac);NLB;Haltestelle;Schiff;750
Zurzach;2663946;1271591;Bad Zurzach, Parkhotel;PAG;Haltestelle;Bus;335
Quarten;2737407;1219474;Unterterzen, Friedberg;BOS;Haltestelle;Bus;435
La Tour-de-Peilz;2556530;1145562;La Tour-de-Peilz, Crausaz;VMCV;Haltestelle;Bus;471
Schlieren;2676139;1250306;Schlieren;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;393
Lausanne;2537880;1152653;Lausanne, Bel-Air;TL;Haltestelle;Bus;496
Langnau im Emmental;2626222;1200831;Oberfrittenbach, Schulhaus;BLAG;Haltestelle;Bus;710
Zürich;2682349;1249707;Zürich Wipkingen;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;425
Chur;2759306;1191136;Chur, Post I;BuS;Haltestelle;Bus;585
Steffisburg;2615232;1180408;Steffisburg, Erlen;STI;Haltestelle;Bus;599
Heimenhausen;2618285;1228560;Röthenbach b. H., Schützenhaus;asm;Haltestelle;Bus;465
Bullet;2532544;1187025;Bullet, village;TRAVYS;Haltestelle;Bus;1145
Zurzach;2663371;1272188;Rietheim, Badstrasse;PAG;Haltestelle;Bus;346
Hitzkirch;2664201;1232302;Müswangen, Sonnmatt;ZVB;Haltestelle;Bus;766
Fribourg;2577226;1182685;Fribourg, Veveyse;TPF;Haltestelle;Bus;664
Gossau (SG);2736772;1256159;Arnegg;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;621
Bourg-en-Lavaux;2545010;1149761;Grandvaux, gare;PAG;Haltestelle;Bus;564
Montreux;2559369;1142713;Montreux, débarcadère;VMCV;Haltestelle;Bus;375
Obersaxen Mundaun;2728730;1179900;Obersaxen, Egga;PAG;Haltestelle;Bus;1289
Martigny;2572705;1105890;Martigny, Finettes;BUM;Haltestelle;Bus;464
Vals;2733413;1164554;Vals, Post;PAG;Haltestelle;Bus;1253
Scuol;2818298;1186872;Scuol, Belvédère;PAG;Haltestelle;Bus;1242
Faido;2706250;1148212;Figgione, Bivio per Figgione;PAG;Haltestelle;Bus;1017
Küssnacht (SZ);2676042;1214383;Küssnacht am Rigi (Talstation);LKüS;Haltestelle;Kabinenbahn;452
