localized_slugs,phone,additional_ids,name,logo,location,,id,type,additional_slugs,slug,cooperative
"{'de': 'grabs', 'it': 'grabs', 'fr': 'grabs'}",081 771 66 00,[],Grabs,"{'small': '//image.migros.ch/filialen/50x50/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'stack': '//image.migros.ch/filialen/{stack}/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'original': '//image.migros.ch/filialen/original/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'large': '//image.migros.ch/filialen/600x400/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png', 'medium': '//image.migros.ch/filialen/200x200/f8c94562b39e697cbd3f38f85c3acd8b50275c4f/mp-de.png'}","{'geo': {'lon': 9.4421965, 'lat': 47.1872693}, 'zip': '9472', 'country': 'CH', 'address': 'Staatsstrasse 89', 'city': 'Grabs', 'address2': ''}",,90736,dmp,[],grabs,"{'name': 'Ostschweiz', 'id': 'gmos', 'url': 'https://www.migros.ch/de/genossenschaften/migros-ostschweiz.html'}"
"{'de': 'gradelle', 'it': 'gradelle', 'fr': 'gradelle'}",058 573 27 90,['0044360_808'],Gradelle,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 6.1812063, 'lat': 46.2054501}, 'zip': '1224', 'country': 'CH', 'address': 'Chemin de la Gradelle 10', 'city': 'Chêne-Bougeries', 'address2': ''}",,44360,m,[],gradelle,"{'name': 'Genf', 'id': 'gmge', 'url': 'https://www.migros.ch/de/genossenschaften/migros-genf.html'}"
"{'de': 'grancia', 'it': 'grancia', 'fr': 'grancia'}",091 821 72 70,['0123790_285'],Grancia,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 8.9263036, 'lat': 45.9712181}, 'zip': '6916', 'country': 'CH', 'address': 'Parco Commerciale Grancia', 'city': 'Grancia', 'address2': ''}",,123790,m,[],grancia,"{'name': 'Tessin', 'id': 'gmti', 'url': 'https://www.migros.ch/de/genossenschaften/migros-tessin.html'}"
"{'de': 'grancia-do-it-garden', 'it': 'grancia-do-it-garden', 'fr': 'grancia-do-it-garden'}",091 821 73 00,['0126590_995'],Grancia Do it + Garden,"{'small': '//image.migros.ch/filialen/50x50/6fac2db14cdf7df8b3f42b61a34de77c77f9a020/doi-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6fac2db14cdf7df8b3f42b61a34de77c77f9a020/doi-de.png', 'original': '//image.migros.ch/filialen/original/6fac2db14cdf7df8b3f42b61a34de77c77f9a020/doi-de.png', 'large': '//image.migros.ch/filialen/600x400/6fac2db14cdf7df8b3f42b61a34de77c77f9a020/doi-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6fac2db14cdf7df8b3f42b61a34de77c77f9a020/doi-de.png', 'medium': '//image.migros.ch/filialen/200x200/6fac2db14cdf7df8b3f42b61a34de77c77f9a020/doi-de.png'}","{'geo': {'lon': 8.928253999999999, 'lat': 45.975298}, 'zip': '6926', 'country': 'CH', 'address': 'Via alla Roggia 1', 'city': 'Montagnola', 'address2': ''}",,126590,fm,['grancia-do-it'],grancia-do-it-garden,"{'name': 'Tessin', 'id': 'gmti', 'url': 'https://www.migros.ch/de/genossenschaften/migros-tessin.html'}"
"{'de': 'grand-lancy-palettes', 'it': 'grand-lancy-palettes', 'fr': 'grand-lancy-palettes'}",058 573 39 20,[],Grand-Lancy - Palettes,"{'small': '//image.migros.ch/filialen/50x50/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'original': '//image.migros.ch/filialen/original/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'large': '//image.migros.ch/filialen/600x400/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'medium': '//image.migros.ch/filialen/200x200/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png'}","{'geo': {'lon': 6.1223706, 'lat': 46.1749719}, 'zip': '1212', 'country': 'CH', 'address': 'Av. des Communes-Réunies 52', 'city': 'Grand-Lancy', 'address2': ''}",,44550,mm,[],grand-lancy-palettes,"{'name': 'Genf', 'id': 'gmge', 'url': 'https://www.migros.ch/de/genossenschaften/migros-genf.html'}"
"{'de': 'granges-paccot', 'it': 'granges-paccot', 'fr': 'granges-paccot'}",058 573 19 85,[],Granges - Paccot,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 7.1489877, 'lat': 46.8289721}, 'zip': '1763', 'country': 'CH', 'address': ""Route d'Englisberg 15b"", 'city': 'Granges-Paccot', 'address2': ''}",,83860,m,[],granges-paccot,"{'name': 'Neuenburg-Freiburg', 'id': 'gmnf', 'url': 'https://www.migros.ch/de/genossenschaften/migros-neuchatel-fribourg.html'}"
"{'de': 'granges-paccot-2', 'it': 'granges-paccot-2', 'fr': 'granges-paccot-2'}",026 466 74 77,[],Granges-Paccot,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 7.1516595, 'lat': 46.8219444}, 'zip': '1763', 'country': 'CH', 'address': 'Route de Morat 130', 'city': 'Granges-Paccot', 'address2': ''}",,4797061,shell,[],granges-paccot-2,
"{'de': 'granges-paccot-centre', 'it': 'granges-paccot-centre', 'fr': 'granges-paccot-centre'}",058 573 58 61,['0084360_432'],Granges-Paccot - Centre,"{'small': '//image.migros.ch/filialen/50x50/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'original': '//image.migros.ch/filialen/original/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'large': '//image.migros.ch/filialen/600x400/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'medium': '//image.migros.ch/filialen/200x200/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png'}","{'geo': {'lon': 7.1539379, 'lat': 46.8209959}, 'zip': '1763', 'country': 'CH', 'address': ""route d'Agy 2"", 'city': 'Granges-Paccot', 'address2': ''}",,84360,mm,['granges-paccot-agy-est'],granges-paccot-centre,"{'name': 'Neuenburg-Freiburg', 'id': 'gmnf', 'url': 'https://www.migros.ch/de/genossenschaften/migros-neuchatel-fribourg.html'}"
"{'de': 'greifensee', 'it': 'greifensee', 'fr': 'greifensee'}",044 940 50 94,['0150156_411'],Greifensee,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 8.6796218, 'lat': 47.3678007}, 'zip': '8606', 'country': 'CH', 'address': 'Meierwis', 'city': 'Greifensee', 'address2': ''}",,150156,m,[],greifensee,"{'name': 'Zürich', 'id': 'gmzh', 'url': 'https://www.migros.ch/de/genossenschaften/migros-zuerich.html'}"
"{'de': 'grenchen', 'it': 'grenchen', 'fr': 'grenchen'}",058 567 78 00,['0034803_167'],Grenchen,"{'small': '//image.migros.ch/filialen/50x50/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'original': '//image.migros.ch/filialen/original/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'large': '//image.migros.ch/filialen/600x400/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'medium': '//image.migros.ch/filialen/200x200/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png'}","{'geo': {'lon': 7.3992644, 'lat': 47.1897743}, 'zip': '2540', 'country': 'CH', 'address': 'Freiestrasse 10', 'city': 'Grenchen', 'address2': ''}",,34803,mm,[],grenchen,"{'name': 'Aare', 'id': 'gmaa', 'url': 'https://www.migros.ch/de/genossenschaften/migros-aare.html'}"
"{'de': 'grenchen-2', 'it': 'grenchen-2', 'fr': 'grenchen-2'}",061 512 17 47,[],Grenchen,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 7.4055558, 'lat': 47.193743}, 'zip': '2540', 'country': 'CH', 'address': 'Solothurnerstrasse 116', 'city': 'Grenchen', 'address2': ''}",,4797237,soca,[],grenchen-2,
"{'de': 'grenchen-nord', 'it': 'grenchen-nord', 'fr': 'grenchen-nord'}",058 563 33 30,[],Grenchen Nord,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 7.3895251, 'lat': 47.1915246}, 'zip': '2540', 'country': 'CH', 'address': 'Nordbahnhofstrasse 43', 'city': 'Grenchen', 'address2': ''}",,4797032,mig,[],grenchen-nord,
"{'de': 'grenchen-outlet', 'it': 'grenchen-outlet', 'fr': 'grenchen-outlet'}",058 567 28 00,[],Grenchen Outlet,"{'small': '//image.migros.ch/filialen/50x50/42aea7453ca89c34ff010ccde8815427502cae60/out-de.png', 'stack': '//image.migros.ch/filialen/{stack}/42aea7453ca89c34ff010ccde8815427502cae60/out-de.png', 'original': '//image.migros.ch/filialen/original/42aea7453ca89c34ff010ccde8815427502cae60/out-de.png', 'large': '//image.migros.ch/filialen/600x400/42aea7453ca89c34ff010ccde8815427502cae60/out-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/42aea7453ca89c34ff010ccde8815427502cae60/out-de.png', 'medium': '//image.migros.ch/filialen/200x200/42aea7453ca89c34ff010ccde8815427502cae60/out-de.png'}","{'geo': {'lon': 7.4057556, 'lat': 47.1905949}, 'zip': '2540', 'country': 'CH', 'address': 'Maienstrasse 6', 'city': 'Grenchen', 'address2': ''}",,37092,spez,[],grenchen-outlet,"{'name': 'Aare', 'id': 'gmaa', 'url': 'https://www.migros.ch/de/genossenschaften/migros-aare.html'}"
"{'de': 'graenichen', 'it': 'graenichen', 'fr': 'graenichen'}",058 567 77 50,['0033953_1088'],Gränichen,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 8.0979932, 'lat': 47.3598479}, 'zip': '5722', 'country': 'CH', 'address': 'Lindenplatz 2', 'city': 'Gränichen', 'address2': ''}",,33953,m,[],graenichen,"{'name': 'Aare', 'id': 'gmaa', 'url': 'https://www.migros.ch/de/genossenschaften/migros-aare.html'}"
"{'de': 'gstaad', 'it': 'gstaad', 'fr': 'gstaad'}",058 567 46 80,['0034490_173'],Gstaad,"{'small': '//image.migros.ch/filialen/50x50/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'stack': '//image.migros.ch/filialen/{stack}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'original': '//image.migros.ch/filialen/original/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'large': '//image.migros.ch/filialen/600x400/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png', 'medium': '//image.migros.ch/filialen/200x200/66935cb3566ddd039ecd000be03d6893b39dd6c9/mm-de.png'}","{'geo': {'lon': 7.2825683, 'lat': 46.4782457}, 'zip': '3780', 'country': 'CH', 'address': 'Untergstaadstrasse 3', 'city': 'Gstaad', 'address2': ''}",,34490,mm,[],gstaad,"{'name': 'Aare', 'id': 'gmaa', 'url': 'https://www.migros.ch/de/genossenschaften/migros-aare.html'}"
"{'de': 'guemligen', 'it': 'guemligen', 'fr': 'guemligen'}",058 567 79 00,['0033091_684'],Gümligen,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 7.5042952, 'lat': 46.93282}, 'zip': '3073', 'country': 'CH', 'address': 'Turbenweg 1', 'city': 'Gümligen', 'address2': ''}",,33091,m,[],guemligen,"{'name': 'Aare', 'id': 'gmaa', 'url': 'https://www.migros.ch/de/genossenschaften/migros-aare.html'}"
"{'de': 'hasle-rueegsau', 'it': 'hasle-rueegsau', 'fr': 'hasle-rueegsau'}",058 567 88 50,['0033360_782'],Hasle Rüegsau,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 7.6595141, 'lat': 47.0134658}, 'zip': '3415', 'country': 'CH', 'address': 'Emmenau 3', 'city': 'Hasle-Rüegsau', 'address2': ''}",,33360,m,[],hasle-rueegsau,"{'name': 'Aare', 'id': 'gmaa', 'url': 'https://www.migros.ch/de/genossenschaften/migros-aare.html'}"
"{'de': 'haute-nendaz', 'it': 'haute-nendaz', 'fr': 'haute-nendaz'}",027 720 65 95,['0134250_1025'],Haute-Nendaz,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 7.2918787, 'lat': 46.182229}, 'zip': '1997', 'country': 'CH', 'address': 'Lake Placid, rte des Ecluses 23', 'city': 'Haute-Nendaz', 'address2': ''}",,134250,m,[],haute-nendaz,"{'name': 'Wallis', 'id': 'gmvs', 'url': 'https://www.migros.ch/de/genossenschaften/migros-wallis.html'}"
"{'de': 'hauterive', 'it': 'hauterive', 'fr': 'hauterive'}",032 753 71 90,[],Hauterive,"{'small': '//image.migros.ch/filialen/50x50/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'stack': '//image.migros.ch/filialen/{stack}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'original': '//image.migros.ch/filialen/original/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'large': '//image.migros.ch/filialen/600x400/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png', 'medium': '//image.migros.ch/filialen/200x200/6de9c3b0fa66e5586d91cbbcd4f6ef351c3bc4e3/mno-de.png'}","{'geo': {'lon': 6.9730279, 'lat': 47.0100802}, 'zip': '2068', 'country': 'CH', 'address': 'Rte des Rouges-Terres 22-24', 'city': 'Hauterive NE', 'address2': ''}",,4797063,shell,[],hauterive,
"{'de': 'heiden', 'it': 'heiden', 'fr': 'heiden'}",058 712 68 20,['0090317_885'],Heiden,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 9.5361583, 'lat': 47.4389521}, 'zip': '9410', 'country': 'CH', 'address': 'Sonnentalstrasse 2', 'city': 'Heiden', 'address2': ''}",,90317,m,[],heiden,"{'name': 'Ostschweiz', 'id': 'gmos', 'url': 'https://www.migros.ch/de/genossenschaften/migros-ostschweiz.html'}"
"{'de': 'heimberatung-vorhaenge', 'it': 'heimberatung-vorhaenge', 'fr': 'heimberatung-vorhaenge'}",044 824 10 51,[],Heimberatung Vorhänge,"{'small': '//image.migros.ch/filialen/50x50/bb2715b557eac17eda6a0e7458d6820b4667185b/mica-micasa-de.png', 'stack': '//image.migros.ch/filialen/{stack}/bb2715b557eac17eda6a0e7458d6820b4667185b/mica-micasa-de.png', 'original': '//image.migros.ch/filialen/original/bb2715b557eac17eda6a0e7458d6820b4667185b/mica-micasa-de.png', 'large': '//image.migros.ch/filialen/600x400/bb2715b557eac17eda6a0e7458d6820b4667185b/mica-micasa-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/bb2715b557eac17eda6a0e7458d6820b4667185b/mica-micasa-de.png', 'medium': '//image.migros.ch/filialen/200x200/bb2715b557eac17eda6a0e7458d6820b4667185b/mica-micasa-de.png'}","{'geo': {'lon': 8.6034703, 'lat': 47.4011879}, 'zip': '8600', 'country': 'CH', 'address': 'Neugutstrasse 83', 'city': 'Dübendorf', 'address2': ''}",,150430,fm,[],heimberatung-vorhaenge,"{'name': 'Zürich', 'id': 'gmzh', 'url': 'https://www.migros.ch/de/genossenschaften/migros-zuerich.html'}"
"{'de': 'heimberg-3', 'it': 'heimberg-3', 'fr': 'heimberg-3'}",058 567 26 25,['0033920_1211'],Heimberg,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 7.609361, 'lat': 46.782963}, 'zip': '3627', 'country': 'CH', 'address': 'Bernstrasse 223', 'city': 'Heimberg', 'address2': ''}",,33920,m,[],heimberg-3,"{'name': 'Aare', 'id': 'gmaa', 'url': 'https://www.migros.ch/de/genossenschaften/migros-aare.html'}"
"{'de': 'hergiswil-nw', 'it': 'hergiswil-nw', 'fr': 'hergiswil-nw'}",041 630 34 43,['0073130_1124'],Hergiswil NW,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 8.311525, 'lat': 46.9845047}, 'zip': '6052', 'country': 'CH', 'address': 'Seestrasse 15', 'city': 'Hergiswil NW', 'address2': ''}",,73130,m,[],hergiswil-nw,"{'name': 'Luzern', 'id': 'gmlu', 'url': 'https://www.migros.ch/de/genossenschaften/migros-luzern.html'}"
"{'de': 'herisau-alpsteinstrasse', 'it': 'herisau-alpsteinstrasse', 'fr': 'herisau-alpsteinstrasse'}",058 712 57 40,[],Herisau - Alpsteinstrasse,"{'small': '//image.migros.ch/filialen/50x50/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'stack': '//image.migros.ch/filialen/{stack}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'original': '//image.migros.ch/filialen/original/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'large': '//image.migros.ch/filialen/600x400/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'custom': '//image.migros.ch/filialen/custom/resize-width-{width}-height-{height}/b7ed598472b2aa065658425a494316272885c3ff/m-de.png', 'medium': '//image.migros.ch/filialen/200x200/b7ed598472b2aa065658425a494316272885c3ff/m-de.png'}","{'geo': {'lon': 9.2788104, 'lat': 47.3787332}, 'zip': '9100', 'country': 'CH', 'address': 'Alpsteinstrasse 8b', 'city': 'Herisau', 'address2': ''}",,90318,m,[],herisau-alpsteinstrasse,"{'name': 'Ostschweiz', 'id': 'gmos', 'url': 'https://www.migros.ch/de/genossenschaften/migros-ostschweiz.html'}"
