name,Lat,Long,Ladentyp,GMDNAME
Wattwil,47.2984452,9.0881625,mm,Wattwil
Weggis,47.0337353,8.4262019,dmp,Weggis
Luzern,47.042706,8.3160305,m,Luzern
Weinfelden,47.562973,9.1047495,mgls,Weinfelden
Weinfelden,47.5674427,9.1110836,mm,Weinfelden
Weinfelden,47.56718,9.094288,m,Weinfelden
Wettingen,47.4607588,8.3148527,mig,Wettingen
Wettingen,47.467274,8.324826,mm,Wettingen
Wetzikon,47.3276616,8.7996977,mmm,Wetzikon (ZH)
Wetzikon,47.3328932,8.8055078,mig,Wetzikon (ZH)
Widnau ,47.4077549,9.6288579,mm,Widnau
Will,47.4555682,9.0490099,mgls,Rickenbach (TG)
Will,47.4644708,9.040829,soca,Wil (SG)
Will,47.4560847,9.0467972,fm,Wil (SG)
Will,47.4628222,9.0423748,mm,Wil (SG)
Wildegg,47.4164275,8.1663545,m,Holderbank (AG)
Wilderswil,46.6683954,7.8698481,mgls,Wilderswil
Willisau,47.122768,7.9941804,m,Willisau
Windisch,47.474655,8.212573,m,Windisch
Windisch,47.4823667,8.2125241,mgls,Windisch
Winterthur,47.5157999,8.68038,mgls,Neftenbach
Winterthur,47.5068665,8.711992,m,Winterthur
Winterthur,47.4947417,8.7402503,m,Winterthur
Winterthur,47.4976366,8.7618234,fm,Winterthur
Winterthur,47.4982409,8.7616791,fm,Winterthur
Winterthur,47.5042465,8.7721562,m,Wiesendangen
Winterthur,47.499126,8.720857,mmm,Winterthur
Winterthur,47.5003636,8.7317613,m,Winterthur
Winterthur,47.5112274,8.7587494,mm,Wiesendangen
Winterthur,47.5183138,8.7198648,mm,Seuzach
Winterthur,47.5187243,8.7199374,shell,Seuzach
Winterthur,47.485586,8.7623465,mm,Zell (ZH)
Winterthur,47.491878,8.7064972,m,Winterthur
Winterthur,47.5108438,8.6937262,m,Neftenbach
Winterthur,47.4956333,8.7126522,mgls,Winterthur
Winterthur,47.501194,8.7247052,mig,Winterthur
Winterthur,47.4847801,8.7049215,mgls,Winterthur
Winterthur,47.4996785,8.7301673,mig,Winterthur
Winterthur,47.4871078,8.7550989,soca,Winterthur
Wittenbach,47.460354,9.389376,mm,Wittenbach
Wittenbach,47.4542732,9.3998277,mgls,Wittenbach
Wohlen,47.3493209,8.2724163,mm,Wohlen (AG)
Wolhusen,47.0560514,8.0705934,mm,Wolhusen
Wollerau,47.1920378,8.7214742,m,Wollerau
Worb,46.9266974,7.5649883,mm,Worb
Wädenswil,47.2290738,8.6675403,mmm,Wädenswil
Wädenswil,47.2378305,8.6604111,soca,Wädenswil
Wädenswil,47.2208937,8.661054,shell,Wädenswil
Wädenswil,47.2352197,8.6366175,fm,Meilen
Würenlos,47.4387272,8.3478307,shell,Killwangen
Würenlos,47.4382745,8.3470673,shell,Killwangen
Yverdon,46.7647855,6.6494873,shell,Yverdon-les-Bains
Yverdon,46.7812351,6.6357622,mmm,Yverdon-les-Bains
Yverdon,46.7665642,6.6501591,m,Yverdon-les-Bains
Yvonand,46.7996515,6.743063,dmp,Yvonand
Zell,47.1371898,7.9282486,m,Zell (LU)
Zermatt,46.0217113,7.7481512,mm,Zermatt
Zofingen,47.2914999,7.9421429,mm,Zofingen
Zollikofen,46.9933993,7.4570099,m,Zollikofen
Zollikofen,47.0042506,7.4629968,soca,Zollikofen
Zollikon,47.3377789,8.5760777,m,Zollikon
Zollweiden,47.5224322,7.6178528,dmp,Münchenstein
Zuchwil,47.2033261,7.5600061,m,Zuchwil
Zuchwil,47.2054043,7.5507454,shell,Zuchwil
Zug,47.1825071,8.4840329,mgls,Steinhausen
Zug,47.1652634,8.5151671,m,Zug
Zug,47.1732476,8.5170158,mm,Zug
Zug,47.1780404,8.505821,m,Zug
Zumikon,47.3364667,8.6193207,mm,Zumikon
Zuzwil,47.47228,9.1124966,m,Zuzwil (SG)
Zuzwil,47.4688349,9.1074379,mgls,Zuzwil (SG)
Zweisimmen,46.5553701,7.3728404,m,Zweisimmen
Zwingen,47.4391541,7.5379942,mgls,Zwingen
Zürich,47.4202196,8.5082588,mm,Rümlang
Zürich,47.4211165,8.5075744,mig,Rümlang
Zürich,47.4502749,8.5626585,mm,Kloten
Zürich,47.3792702,8.5086822,m,Zürich
Zürich,47.3780898,8.493271,voi,Uitikon
Zürich,47.3915091,8.4874695,m,Oberengstringen
Zürich,47.3882886,8.4875256,mmm,Oberengstringen
Zürich,47.3638859,8.5310653,m,Zürich
Zürich,47.3673493,8.4942763,mgls,Wettswil am Albis
Zürich,47.3471878,8.5285264,spez,Zürich
Zürich,47.3582422,8.5180694,mm,Zürich
Zürich,47.3576581,8.5715375,m,Zollikon
Zürich,47.3754488,8.5365345,mmm,Zürich
Zürich,47.390296,8.4787702,mig,Oberengstringen
Zürich,47.3812756,8.492102,mgls,Oberengstringen
Zürich,47.4211082,8.5026175,shell,Regensdorf
Zürich,47.3785227,8.5357604,m,Zürich
Zürich,47.3813081,8.5100871,shell,Zürich
Zürich,47.37744,8.5394,m,Zürich
Zürich,47.3780852,8.5409704,mig,Zürich
Zürich,47.3898548,8.5073829,spez,Zürich
Zürich,47.3905311,8.4911591,soca,Oberengstringen
Zürich,47.3522083,8.5584899,shell,Zollikon
Zürich,47.403841,8.4973707,m,Oberengstringen
Zürich,47.35856,8.554269,m,Zürich
Zürich,47.3645091,8.5537771,mm,Zürich
Zürich,47.3794486,8.5294249,mig,Zürich
Zürich,47.3362301,8.5189546,m,Adliswil
Zürich,47.385379,8.5310561,mmm,Zürich
Zürich,47.3405316,8.5193259,soca,Adliswil
Zürich,47.410484,8.5429281,mm,Opfikon
Zürich,47.3913363,8.5185536,m,Zürich
Zürich,47.3751082,8.4858095,m,Uitikon
Zürich,47.3803768,8.4942078,shell,Uitikon
Zürich,47.3862231,8.5487676,m,Zürich
Zürich,47.392636,8.5384895,m,Zürich
Zürich,47.3702468,8.5204177,m,Zürich
Zürich,47.4038478,8.5725326,m,Wallisellen
Zürich,47.4193716,8.54861,mm,Opfikon
Zürich,47.3772377,8.54007,m,Zürich
Zürich,47.3581442,8.5225083,spez,Zürich
Zürich,47.3858886,8.5319665,mgls,Zürich
Zürich,47.3654727,8.5478721,m,Zürich
Zürich,47.3682475,8.5340278,m,Zürich
Zürich,47.419783,8.5563319,mgls,Opfikon
Zürich,47.3795452,8.5593819,m,Zürich
Zürich,47.3684974,8.4966028,soca,Wettswil am Albis
Zürich,47.3594773,8.5264079,mig,Zürich
Zürich,47.3749444,8.5230687,m,Zürich
Zürich,47.3699977,8.5085226,mm,Zürich
Zürich,47.3938846,8.5291765,m,Zürich
Zürich,47.3589998,8.5855777,mm,Zollikon
Zürich,47.3445909,8.5301409,mm,Zürich
Zürich,47.3798263,8.5279288,mta,Zürich
Löwenstrasse,47.373207,8.5348286,mta,Zürich
Bottmingen,47.524208,7.570944,mig,Bottmingen
Reichenbach,46.6251025,7.690035,mig,Reichenbach im Kandertal
Zürich ,47.376217,8.544119,mig,Zürich
