Gemeinde,lat,long,name
 Thalwil,47.2943001,8.5641003,Denner Filiale
 Bremgarten AG,47.3465309,8.3402634,Denner Satellit
 Unterkulm,47.313246,8.11394,Denner Partner
 Herisau,47.387146,9.2766724,Denner Filiale
 Mellingen,47.4132083,8.2670275,Denner Filiale
 Basel,47.57928,7.59532,Denner Filiale
 Moutier,47.2783775,7.3704152,Denner Filiale
 Gommiswald,47.230964,9.02308,Denner Satellit
 Fribourg,46.8091545,7.1751242,Denner Filiale
 Orpund,47.13844,7.30938,Denner Satellit
 Thônex,46.19654,6.20526,Denner Filiale
 Wil SG,47.471755,9.0392564,Denner Express
 Le Grand-Saconnex PAL,46.2306213,6.1181378,Denner Filiale
 Schaffhausen,47.7059326,8.6189489,Denner Filiale
 Genève,46.1927681,6.1447463,Denner Filiale
 Allschwil,47.5510826,7.5503316,Denner Filiale
 Arbon,47.516098,9.4335985,Denner Filiale
 Sion,46.2318828,7.3845419,Denner Filiale
 Burgdorf,47.05906,7.62094,Denner Filiale
 Mendrisio,45.8699074,8.9803238,Denner Filiale
 Bern,46.9473038,7.3896251,Denner Filiale
 La Chaux-de-Fonds,47.1002693,6.8271852,Denner Filiale
 Zollikofen,46.997869,7.45934,Denner Express
 Bern-Bethlehem,46.9479752,7.3828859,Denner Filiale
 Vallorbe,46.711689,6.376359,Denner Satellit
 Fribourg,46.7966385,7.1546474,Denner Filiale
 Zuchwil,47.2033234,7.5635219,Denner Satellit
 Cernier,47.0581155,6.9005194,Denner Filiale
 Horw,47.0187569,8.3098154,Denner Filiale
 Hinwil,47.3055992,8.8235092,Denner Filiale
 Sumiswald,47.028141,7.7451563,Denner Satellit
 Egerkingen,47.3169022,7.8035922,Denner Filiale
 Crans-Montana,46.31266,7.48069,Denner Express
 Romanshorn,47.5650699,9.3674738,Denner Filiale
 Ebikon,47.0812912,8.3410044,Denner Filiale
 Collombey,46.2665,6.9552,Denner Filiale
 Burgdorf,47.0684547,7.6009932,Denner Filiale
 Brügg BE,47.1196632,7.2669926,Denner Filiale
 Vevey,46.4614525,6.8388214,Denner Filiale
 Pizolpark (Mels),47.04179,9.4315,Denner Filiale
 Granges-Paccot,46.8294704,7.1455253,Denner Filiale
 Widnau,47.4078636,9.6289396,Denner Filiale
 Burgdorf,47.0531006,7.6202998,Denner Filiale
 Corgémont,47.1945953,7.1445813,Denner Satellit
 Dagmersellen,47.2151947,7.9866214,Denner Satellit
 Uznach,47.2252,8.97016,Denner Filiale
 Les Diablerets,46.3498764,7.1585131,Denner Express
 Nyon,46.38836,6.22476,Denner Filiale
 Fehraltorf,47.38556,8.75117,Denner Filiale
 Zürich,47.3761559,8.4837914,Denner Filiale
 Münchenbuchsee,47.0196686,7.450469,Denner Filiale
 Dielsdorf,47.48077,8.465,Denner Filiale
 Gränichen,47.3599052,8.0982819,Denner Filiale
 Salavaux,46.9179878,7.0224195,Denner Partner
 Landquart,46.967933,9.563202,Denner Filiale
 Aarau,47.3915253,8.0444202,Denner Filiale
 Nussbaumen (AG),47.4886665,8.292367,Denner Satellit
 Lostorf,47.3843002,7.9487,Denner Satellit
 Thörishaus,46.8938103,7.3508987,Denner Partner
 Nottwil,47.1363602,8.1339684,Denner Partner
 Minusio,46.1754189,8.8100071,Denner Filiale
 Aeschi b. Spiez,46.6585312,7.6968794,Denner Satellit
 Dübendorf,47.3962288,8.6133852,Denner Filiale
 Bern,46.9372628,7.38643,Denner Filiale
 Weinfelden,47.5682373,9.0949144,Denner Filiale
 Bussigny-Lausanne,46.5475349,6.5530977,Denner Express
 Breganzona,46.0122299,8.9351149,Denner Filiale
 Locarno,46.1650074,8.7965591,Denner Filiale
 Sion,46.2270203,7.3533349,Denner Bibite
 Hinterkappelen,46.9667971,7.3766506,Denner Filiale
 Ostermundigen,46.9568253,7.4959383,Denner Express
 Menziken,47.2412872,8.1868572,Denner Express
 Jona,47.2315369,8.837491,Denner Filiale
 Einsiedeln,47.1287098,8.7459472,Denner Filiale
 Echallens,46.6390305,6.6357865,Denner Express
 Montagny-près-Yverdon,46.78827,6.62144,Denner Filiale
 Yverdon,46.7811737,6.6355114,Denner Express
 Biel/Bienne,47.15561,7.28132,Denner Filiale
 Les Haudères,46.0841179,7.5088329,Denner Satellit
 Courtepin,46.8650513,7.1252737,Denner Satellit
 Vex,46.21131,7.39978,Denner Satellit
 Cottens FR,46.75307,7.03312,Denner Partner
 Ursy,46.6341476,6.8370676,Denner Satellit
 Kriens,47.0356832,8.290669,Denner Express
 Spiez,46.6859,7.68089,Denner Express
 Baar,47.1960869,8.5299187,Denner Filiale
 Eglisau,47.5686493,8.5233297,Denner Filiale
 Rotkreuz,47.14494,8.4314,Denner Filiale
 Sembrancher,46.07902,7.14368,Denner Bibite
 Kappel am Albis,47.22979,8.52729,Denner Partner
 Rorschacherberg,47.47079,9.48349,Denner Partner
 Zürich,47.4199295,8.5080814,Denner Filiale
 Luzern,47.0529137,8.2826281,Denner Express
 Rüti ZH,47.25855,8.8496,Denner Filiale
 Winterthur,47.49103,8.70545,Denner Filiale
 Zürich,47.3907,8.54521,Denner Express
 Kreuzlingen,47.64801,9.1755,Denner Filiale
 Domat/Ems,46.83658,9.46494,Denner Filiale
 Flawil,47.41296,9.186,Denner Filiale
 Schaffhausen,47.699055,8.631698,Denner Filiale
 Bellinzona,46.19371,9.01756,Denner Express
 Bassersdorf,47.44431,8.62662,Denner Filiale
 Villmergen,47.34746,8.24499,Denner Filiale
 Schluein,46.77809,9.21835,Denner Filiale
 Renens VD,46.53326,6.59829,Denner Filiale
 Zürich,47.36172,8.5177,Denner Express
 Fislisbach,47.4361992,8.2908001,Denner Filiale
 Dübendorf,47.39807,8.62141,Denner Express
 Winterthur,47.5004207,8.7265218,Denner Express
 Lengnau BE,47.1796875,7.3701205,Denner Partner
 Menzingen,47.176723,8.5936442,Denner Express
 Mont-sur-Lausanne,46.5418706,6.6284085,Denner Filiale
 Sion,46.229176,7.368374,Denner Filiale
 Winterthur,47.50438,8.71913,Denner Filiale
 Sierre,46.2919017,7.530273,Denner Filiale
 Adliswil,47.31528,8.53026,Denner Filiale
 Castione,46.22487,9.04434,Denner Filiale
 Willisau,47.1311013,7.999737,Denner Filiale
 Saignelégier,47.25521,6.99739,Denner Satellit
 Grolley,46.83216,7.06528,Denner Partner
 Thal,47.47917,9.57775,Denner Filiale
 Zürich,47.4073423,8.5483208,Denner Filiale
 Moosseedorf,47.01532,7.48431,Denner Partner
 Villars-Glâne 1,46.7936699,7.1331571,Denner Bibite
 Sarmenstorf,47.30864,8.24565,Denner Satellit
 Chavannes-Renens,46.5282782,6.5674249,Denner Filiale
 Schaffhausen,47.71542,8.64588,Denner Filiale
 Schwerzenbach,47.38539,8.65831,Denner Partner
 Emmenbrücke,47.07297,8.29226,Denner Bibite
 Greifensee,47.36819,8.67984,Denner Express
 Aarwangen,47.23879,7.77041,Denner Partner
 Lausanne,46.5148618,6.6327179,Denner Express
 Uetendorf,46.774301,7.5731794,Denner Bibite
 La Neuveville,47.061878,7.0885912,Denner Bibite
 Yverdon-les-Bains,46.77694,6.65177,Denner Filiale
 Murten,46.93965,7.14421,Denner Filiale
 Basel,47.55275,7.59283,Denner Express
 Bern,46.94752,7.44338,Denner Express
 Endingen,47.53724,8.2907,Denner Partner
 Gland,46.416,6.27932,Denner Filiale
 Interlaken,46.6884521,7.8767719,Denner Filiale
 Faido,46.47655,8.79929,Denner Satellit
 Scuol,46.79681,10.3076,Denner Express
 Uster,47.3496,8.71589,Denner Filiale
 Zürich,47.42726,8.54673,Denner Express
 Hilterfingen,46.73558,7.65833,Denner Bibite
 Boudry,46.95476,6.84826,Denner Partner
 Ebikon,47.09356,8.35887,Denner Filiale
 Zürich,47.38875,8.5389,Denner Express
 Farvagny,46.72314,7.06903,Denner Partner
 Buchs ZH,47.45675,8.43893,Denner Partner
 St. Gallen,47.41025,9.33578,Denner Filiale
 Suhr,47.37319,8.08255,Denner Filiale
 Belp,46.89641,7.49306,Denner Filiale
 Bex,46.24972,7.0157,Denner Partner
 Steffisburg,46.78114,7.63386,Denner Bibite
 Wimmis,46.67603,7.63892,Denner Express
 Baden,47.48317,8.28612,Denner Filiale
 Chiasso,45.83511,9.0316,Denner Express
 Wollerau,47.19206,8.72114,Denner Bibite
 Lausanne,46.52721,6.65175,Denner Filiale
 Zizers,46.93589,9.56433,Denner Satellit
 Bossonnens,46.52649,6.85246,Denner Partner
 Neerach,47.51178,8.4777,Denner Partner
 Bern,46.94384,7.42109,Denner Express
 Zürich,47.36902,8.55593,Denner Express
 Bern,46.94794,7.43636,Denner Express
 Au SG,47.43131,9.63784,Denner Bibite
 St-Aubin-Sauges,46.89424,6.77402,Denner Partner
 Rheinfelden,47.55703,7.80155,Denner Express
 Luzern,47.04875,8.26277,Denner Filiale
 Schänis,47.15857,9.04451,Denner Partner
 Trübbach,47.07404,9.48211,Denner Satellit
 Courrendlin,47.3442,7.36825,Denner Partner
 Schlieren,47.39903,8.44643,Denner Express
 Brüttisellen,47.42381,8.63013,Denner Partner
 Ilanz,46.77462,9.20765,Denner Express
 Bärau-Langnau,46.92493,7.81878,Denner Partner
 Wetzikon ZH,47.33167,8.80794,Denner Express
 Kilchberg ZH,47.31718,8.53908,Denner Filiale
 Corcelles-Payerne,46.83218,6.96325,Denner Express
 Goldach,47.47341,9.4656,Denner Express
 Zürich,47.385379,8.5310561,Denner Filiale
 Rothenburg,47.093953,8.268967,Denner Filiale
 Muri AG,47.27249,8.34207,Denner Partner
 Stein am Rhein,47.651528,8.855364,Denner Bibite
 Granges-Marnand,46.7576,6.89937,Denner Partner
 Langnau am Albis,47.2910088,8.5375652,Denner Express
 Malters,47.038718,8.183691,Denner Filiale
 Sulgen,47.540357,9.182337,Denner Bibite
 Dulliken,47.35343,7.94697,Denner Express
 Schmitten FR,46.85595,7.24886,Denner Express
 Hünibach,46.7451134,7.6442161,Denner Express
 Hombrechtikon,47.25227,8.76823,Denner Partner
 Würenlingen,47.525789,8.245425,Denner Filiale
 Zürich,47.37671,8.527252,Denner Express
 Neuchâtel,46.998415,6.924549,Denner Filiale
 Olten,47.34662,7.9174,Denner Satellit
 Romont FR,46.693401,6.912238,Denner Filiale
 Schlieren,47.400253,8.434794,Denner Filiale
 Buttikon SZ,47.17347,8.95731,Denner Partner
 Kleinandelfingen,47.60506,8.68688,Denner Partner
 Sursee,47.178107,8.109397,Denner Filiale
 Samedan,46.531557,9.874905,Denner Filiale
 Genève,46.200183,6.139212,Denner Express
 Lausanne,46.5383,6.66633,Denner Satellit
 Gerolfingen,47.075353,7.201927,Denner Partner
 Melano,45.92292,8.9846,Denner Partner
 Luzern,47.04527,8.30739,Denner Filiale
 Rheinfelden,47.546984,7.767293,Denner Partner
 Fribourg,46.80005,7.14496,Denner Express
 Carouge GE,46.18456,6.14664,Denner Express
 Gimel,46.50906,6.30653,Denner Express
 Flims Dorf,46.83692,9.28682,Denner Express
 Lupfig,47.44016,8.20649,Denner Partner
 Steffisburg,46.766984,7.624376,Denner Filiale
 Büren an der Aare,47.13928,7.36972,Denner Partner
 Savièse,46.25013,7.34909,Denner Partner
 Zuzwil SG,47.47304,9.11321,Denner Partner
 Zürich,47.38573,8.49237,Denner Filiale
 Münsingen,46.87316,7.56015,Denner Bibite
 Birsfelden,47.55449,7.61969,Denner Partner
 Zürich,47.37882,8.55944,Denner Express
 Bütschwil,47.36317,9.073,Denner Bibite
 Nebikon,47.19356,7.97791,Denner Partner
 Zug,47.17801,8.50583,Denner Filiale
 Oetwil am See,47.27125,8.72405,Denner Partner
 Zürich,47.37657,8.49739,Denner Filiale
 Grand-Lancy,46.17321,6.12274,Denner Express
 Murgenthal,47.26532,7.82799,Denner Partner
 La Tour-de-Trême,46.60047,7.075919,Denner Filiale
 Villars-Glâne 1,46.794627,7.115771,Denner Filiale
 Grächen,46.195189,7.838716,Denner Satellit
 Uster,47.35192,8.719117,Denner Filiale
 Arlesheim,47.491854,7.610246,Denner Filiale
 Zweisimmen,46.555429,7.372506,Denner Express
 Feldmeilen,47.277295,8.617626,Denner Filiale
 Olivone,46.52994,8.938816,Denner Satellit
 Mönchaltorf,47.307082,8.721381,Denner Filiale
 Wollerau,47.19647,8.722586,Denner Filiale
 Bulle,46.614137,7.039683,Denner Filiale
 Plaffeien,46.7405,7.29031,Denner Express
 Liestal,47.485175,7.73826,Denner Filiale
 Riva S. Vitale,45.90514,8.97285,Denner Partner
 Münchwilen TG,47.478716,8.999221,Denner Express
 Adliswil,47.320401,8.521865,Denner Express
 Alterswil FR,46.79493,7.25993,Denner Partner
 Seon,47.34663,8.16075,Denner Partner
 Sion,46.225208,7.32631,Denner Express
 La Tour-de-Trême,46.610626,7.063408,Denner Express
 Solothurn,47.21133,7.526035,Denner Express
 Rivera,46.124418,8.924128,Denner Partner
 Saxon,46.148574,7.17398,Denner Partner
 Châtelaine,46.210871,6.112107,Denner Filiale
 Horgen,47.253504,8.619107,Denner Filiale
 Tramelan,47.223327,7.105987,Denner Partner
 Arosa,46.78249,9.67983,Denner Express
 Lamone,46.04316,8.92857,Denner Partner
 Kallnach,47.01802,7.23357,Denner Express
 Arzier,46.45963,6.20732,Denner Express
 Wattenwil,46.769824,7.510029,Denner Partner
 Tesserete,46.06667,8.96674,Denner Express
 Luzern,47.054389,8.339964,Denner Filiale
 Vaulruz,46.61896,6.98116,Denner Partner
 Unterentfelden,47.36691,8.04396,Denner Express
 Luzern,47.038007,8.304172,Denner Filiale
 Stansstad,46.976562,8.337307,Denner Partner
 Gossau ZH,47.305868,8.759003,Denner Filiale
 Orbe,46.721357,6.538078,Denner Filiale
 Bauma,47.36816,8.87987,Denner Express
 Gerlafingen,47.170714,7.57574,Denner Partner
 Rossrüti,47.474194,9.062444,Denner Partner
 Bazenheid,47.4123993,9.0684996,Denner Partner
 Pieterlen,47.172685,7.341943,Denner Partner
 Goldau,47.050514,8.548734,Denner Partner
 Port,47.11671,7.2547,Denner Express
 Zürich,47.40013,8.58794,Denner Filiale
 St-Maurice,46.21483,7.00517,Denner Express
 Yverdon-les-Bains,46.76586,6.64244,Denner Filiale
 Vouvry,46.33672,6.89141,Denner Partner
 Grabs,47.17732,9.44917,Denner Satellit
 St. Niklaus VS,46.17552,7.80164,Denner Satellit
 Lucens,46.7085724,6.8414674,Denner Partner
 Küblis,46.91365,9.77451,Denner Partner
 Menznau,47.08328,8.03835,Denner Express
 Konolfingen,46.8769,7.62005,Denner Filiale
 Wittenbach,47.46027,9.38946,Denner Filiale
 Tavannes,47.2190512,7.1991031,Denner Satellit
 Le Brassus,46.5823028,6.2122194,Denner Satellit
 Elgg,47.49795,8.86206,Denner Partner
 Aesch BL,47.47106,7.59709,Denner Express
 St-Imier,47.15156,6.9952,Denner Partner
 Cortaillod,46.9445,6.84296,Denner Express
 Altendorf,47.192177,8.829789,Denner Express
 Derendingen,47.198484,7.583772,Denner Partner
 Glattbrugg,47.43083,8.55917,Denner Express
 Champlan,46.24539,7.37015,Denner Express
 La Chaux-de-Fds 1,47.11189,6.83482,Denner Filiale
 Couvet,46.924,6.63148,Denner Express
 Schüpfheim,46.9471,8.00908,Denner Partner
 Winterthur,47.47826,8.69833,Denner Bibite
 Gampel,46.310149,7.744478,Denner Partner
 Erlinsbach,47.39646,8.01425,Denner Express
 Heimberg,46.78205,7.60984,Denner Partner
 Renens VD,46.53416,6.58244,Denner Express
 Cossonay-Ville,46.6135,6.50651,Denner Express
 Wilen b. Wil,47.45357,9.03975,Denner Filiale
 Assens,46.62769,6.63311,Denner Filiale
 Delémont,47.36505,7.34771,Denner Filiale
 Eschenbach LU,47.22224,8.26393,Denner Partner
 Neftenbach,47.38574,8.48165,Denner Express
 Préverenges,46.5231789,6.530262,Denner Filiale
 Conthey,46.22363,7.30192,Denner Bibite
 Morges,46.5199661,6.5074015,Denner Satellit
 Hunzenschwil,47.38634,8.12337,Denner Partner
 Charmey (Gruyère),46.6198728,7.1628629,Denner Express
 Zürich,47.3887808,8.52507,Denner Filiale
 Kölliken,47.33696,8.0244375,Denner Satellit
 Oensingen,47.2873392,7.7090564,Denner Filiale
 Fribourg,46.804714,7.153732,Denner Express
 Messen,47.09197,7.44849,Denner Partner
 Moudon,46.66163,6.79613,Denner Partner
 Seewen SZ,47.02972,8.62962,Denner Partner
 Sirnach,47.461834,8.998688,Denner Express
 Sirnach,47.46865,8.99312,Denner Partner
 Le Brassus,46.5824131,6.2123309,Denner Express
