gemeinde.NAME,geometry,BEVDICHTE_SQKM_2019,AUSLAENDER_ANTEIL_2019,ALTERSVERTEILUNG_ANTEIL_0_19_2019,ALTERSVERTEILUNG_ANTEIL_20_64_2019,ALTERSVERTEILUNG_ANTEIL_65PLUS_2019,PRIVATHAUSHALTE_2019,GESAMTFLAECHE_SQKM_2016,LANDWIRTSCHAFTSFLAECHE_ANTEIL_2004,WALD_GEHOELZE_ANTEIL_2004,UNPRODUKTIVE_FLAECHE_ANTEIL_2004,BESCHAEFTIGTE_ERSTERSEKTOR_2018,BESCHAEFTIGTE_ZWEITERSEKTOR_2018,BESCHAEFTIGTE_DRITTERSEKTOR_2018,NEUWOHNUNGEN_PRO_1000_2018,SOZAILHILFEQUOTE_2019,WAEHLERANTEIL_SP_2019,WAEHLERANTEIL_SVP_2019,AVG_INCOME_PRO_STEUERPFLPERSON,ANZAHL_FAHRZEUGE,ANZAHL_HALTESTELLEN_OV,ANZAHL_FILIALEN_MIGROS,GMDNAME,linregModel,knnModel,rfModel,xgbrModel,ensemble
Amriswil,"MULTIPOLYGON (((9.295653864088846 47.55876841886104, 9.290110669810101 47.55856936907067, 9.289774993560815 47.56042849411275, 9.28765206809236 47.56021152984124, 9.284916760277236 47.56358940478386, 9.278003644008162 47.563722768143414, 9.277155381053888 47.56537488140351, 9.273621708105326 47.56503848725777, 9.27405264383076 47.56648159823798, 9.271067846911436 47.565854591398306, 9.270868255628077 47.56710462408184, 9.265352278342517 47.56804612959031, 9.260013211512664 47.5662288050042, 9.260621057693802 47.559634285449164, 9.258892778626533 47.55973381034435, 9.261092818909015 47.55302583240879, 9.25094541661642 47.55164840785942, 9.251063356920222 47.549996294599325, 9.247960619697096 47.549036874609726, 9.249403120335916 47.548272523414695, 9.249389511839325 47.54471351316284, 9.247788245406921 47.54470555117122, 9.247407207502327 47.54208008443621, 9.249126414238534 47.54211790389638, 9.250972633609605 47.53848922621789, 9.252728129670057 47.53844742576191, 9.254356613095647 47.53448036343978, 9.251076965416814 47.53397676747014, 9.251140471734248 47.53139708218691, 9.270759387655335 47.53197233608109, 9.277794980393741 47.5283416679047, 9.280022237669407 47.522740406803614, 9.284962121932544 47.5249737454516, 9.286767515813837 47.5226269484231, 9.291630285262949 47.525296206111996, 9.293485576965082 47.52290760862753, 9.295309115508498 47.52274836879523, 9.296302535759763 47.524507968942125, 9.301369432657765 47.52411584085509, 9.302757499310216 47.526428799419214, 9.308377808402986 47.52538378801976, 9.312764280471352 47.52212335245346, 9.313689658239655 47.52475280018428, 9.31234241707698 47.52756139272644, 9.316606412676014 47.52869199553575, 9.315340822492898 47.53027046037341, 9.317273229009055 47.53131348127496, 9.322929827426073 47.5319225736335, 9.324145519788349 47.52928516391106, 9.328758800133262 47.52839143035229, 9.329675105570502 47.52964345353374, 9.33830289241025 47.528871140347086, 9.33958209108996 47.531450825630316, 9.337236893510491 47.53235849267441, 9.338774653625462 47.53461173630143, 9.330273879420579 47.53608072375438, 9.330700278980483 47.53776866597674, 9.321469182125126 47.54035034175787, 9.323029623067752 47.542082074934115, 9.32204981131308 47.54322860172666, 9.312424068056536 47.54536440597735, 9.312124681131499 47.54958227103535, 9.31055063169228 47.549837054767025, 9.311884264358362 47.55140357661726, 9.309888351524771 47.555087988237055, 9.299840744873855 47.55467197417517, 9.298974337257455 47.556286267975096, 9.297282347514434 47.55577072901803, 9.295653864088846 47.55876841886104)))",726.3932702,32.51302837,20.671685,62.41314418,16.91517082,5984.0,19.02,66.14007372,12.95418641,0.421274355,209.0,1884.0,3955.0,11.14247512,1.78,12.01072728,37.73066854,60658.083501931,8586.000002436618,19.0,3,Amriswil,2,2,2,1,2
Bischofszell,"MULTIPOLYGON (((9.17755025832666 47.4970311358791, 9.181002280295665 47.49736952052273, 9.182866644328861 47.49134229287025, 9.188786340346669 47.49310388351505, 9.193381476029458 47.49121689150232, 9.193073016773358 47.48893578090465, 9.196756383184438 47.490514245742304, 9.198779513011214 47.48897559086272, 9.209893118561887 47.489323927995876, 9.206409343434167 47.48667656578392, 9.207892669562767 47.483207127937725, 9.20637759027545 47.482474624709155, 9.20985229307211 47.48199889571016, 9.208967740793586 47.48017161863454, 9.213199983233904 47.47890566196778, 9.214642483872726 47.4819113138024, 9.218294097125092 47.48380825830465, 9.224708235185766 47.484554695018545, 9.232324457112126 47.48323101391257, 9.232206516808322 47.4810534092059, 9.23709650325062 47.48091606485054, 9.23903798209784 47.48104146621847, 9.24757504562697 47.48325290938951, 9.24798330052475 47.48875464559541, 9.25958681195276 47.49458282345751, 9.255105080408242 47.49721227118834, 9.256202832466718 47.49757653230472, 9.252310802441215 47.50052246920223, 9.250981705940667 47.50362764593204, 9.252052241005956 47.50330916626745, 9.249412192666979 47.504184985345084, 9.244526742390214 47.49734762504579, 9.239541496471768 47.50057820314354, 9.241079256586739 47.50176055889835, 9.238607046372405 47.50347039659765, 9.240081300169944 47.504503465009684, 9.236924128960446 47.502879218720246, 9.2336716982748 47.50390631563857, 9.229013056274578 47.50142615525053, 9.227806436243362 47.499967120287096, 9.22865923536317 47.49870514461613, 9.226758582005727 47.498589695737714, 9.227380036683458 47.497275967121254, 9.222544484227534 47.495185944322344, 9.212646571039137 47.500217923022966, 9.212224707644765 47.504467636047416, 9.20719863623654 47.50830133500999, 9.203828265247092 47.50784551099004, 9.202553602732912 47.50995344827008, 9.204304562627835 47.51102831713809, 9.197541139821281 47.514778415188715, 9.193213637904815 47.51428079071278, 9.191580618313695 47.51078746689174, 9.180544127577047 47.50673282266185, 9.178602648729825 47.50388043916582, 9.17755025832666 47.4970311358791)))",516.5803109,26.52958877,20.47810097,61.04981612,18.47208292,2677.0,11.58,53.05770887,24.63393626,3.703703704,82.0,1688.0,1591.0,5.99101348,1.55,11.5380191,32.91153802,60368.2,3792.999998778655,12.0,2,Bischofszell,1,1,1,1,1
Erlen,"MULTIPOLYGON (((9.251140471734248 47.53139708218691, 9.251076965416814 47.53397676747014, 9.254356613095647 47.53448036343978, 9.252728129670057 47.53844742576191, 9.250972633609605 47.53848922621789, 9.249126414238534 47.54211790389638, 9.247407207502327 47.54208008443621, 9.247788245406921 47.54470555117122, 9.249389511839325 47.54471351316284, 9.249403120335916 47.548272523414695, 9.247960619697096 47.549036874609726, 9.251063356920222 47.549996294599325, 9.25094541661642 47.55164840785942, 9.261092818909015 47.55302583240879, 9.258892778626533 47.55973381034435, 9.260621057693802 47.559634285449164, 9.260013211512664 47.5662288050042, 9.265352278342517 47.56804612959031, 9.263914313869225 47.57005255147726, 9.260884155294594 47.57537514287182, 9.258017298679073 47.57375487757819, 9.259400829165994 47.57052230898254, 9.25381227323194 47.572049020874694, 9.2549372422836 47.574125110188284, 9.253462988486062 47.575540354197834, 9.251643986108176 47.57242920597431, 9.245923881373727 47.570836807651325, 9.238049098012105 47.56878261381468, 9.238851999311073 47.56735940781352, 9.230128952995177 47.56429006004598, 9.23346757082591 47.56113313037067, 9.232437861250398 47.559986603578125, 9.222403863096076 47.55660275714179, 9.218058216517486 47.55624844851493, 9.2168561326518 47.557601987089456, 9.209421357346676 47.55649128925918, 9.20709430442933 47.55157674993488, 9.210029203527814 47.5483262668581, 9.20719863623654 47.54690505135484, 9.207003581118713 47.54412830677914, 9.199156014750278 47.541078863990634, 9.199337461371513 47.53948447516975, 9.207366474361184 47.537798523445296, 9.221446732169058 47.538620599079536, 9.222984492284029 47.53654052877014, 9.225420413174115 47.5363056500175, 9.225370515353276 47.533712031248946, 9.238874680138728 47.53458386933078, 9.240893273799973 47.52939265079787, 9.246118936491555 47.529348859843985, 9.251140471734248 47.53139708218691)))",310.0082034,26.99126753,23.97459645,62.29161154,13.73379201,1488.0,12.19,68.92886345,14.88143908,0.899427637,167.0,567.0,604.0,9.492812585,0.75,9.168403107,46.06933131,62393.618513324,2475.999999761404,4.0,0,Erlen,0,0,0,0,0
Hauptwil-Gottshaus,"MULTIPOLYGON (((9.32097020391673 47.49082874441109, 9.31928728650477 47.49379458628764, 9.320040289982897 47.4971386227659, 9.317989943162935 47.50000693024517, 9.314714831649635 47.50067175654501, 9.308745237810987 47.49763624724183, 9.308409561561701 47.50149582267716, 9.305256926517735 47.502208420926685, 9.30251708253708 47.500791186419235, 9.30375091956148 47.49635834758764, 9.29659285035374 47.497799468069935, 9.293689704413971 47.49619313626163, 9.284513041544987 47.500367210365745, 9.282834660298558 47.50596050947521, 9.274374711583453 47.50029555244121, 9.265089180741725 47.50528174969004, 9.259963313691824 47.502960829134295, 9.257813171230183 47.50418100434928, 9.252052241005956 47.50330916626745, 9.250981705940667 47.50362764593204, 9.252310802441215 47.50052246920223, 9.256202832466718 47.49757653230472, 9.255105080408242 47.49721227118834, 9.25958681195276 47.49458282345751, 9.24798330052475 47.48875464559541, 9.24757504562697 47.48325290938951, 9.23903798209784 47.48104146621847, 9.24460839336977 47.48028109601925, 9.247053386590917 47.475826361710716, 9.251163152561901 47.474492728115216, 9.252265440785907 47.4756054164434, 9.263542348295694 47.47466590143284, 9.278371073416164 47.47939333395419, 9.281188032210846 47.483067793084466, 9.286998860255913 47.4822317839649, 9.28779722538935 47.479942711375614, 9.298656805670294 47.47722966273284, 9.304340621080495 47.479437124908074, 9.308468531713602 47.48199093371855, 9.309049160901557 47.484232234358146, 9.31514576737507 47.48631429516544, 9.316456719213495 47.48889597094657, 9.32097020391673 47.49082874441109)))",159.5676541,9.784244857,22.9302559,61.81635725,15.25338685,791.0,12.49,70.42366107,17.5059952,4.076738609,154.0,219.0,242.0,6.690684509,0.82,7.279236277,43.04892601,63203.851091142,1292.9999999159552,12.0,0,Hauptwil-Gottshaus,0,0,0,0,0
Hohentannen,"MULTIPOLYGON (((9.20719863623654 47.50830133500999, 9.212224707644765 47.504467636047416, 9.212646571039137 47.500217923022966, 9.222544484227534 47.495185944322344, 9.227380036683458 47.497275967121254, 9.226758582005727 47.498589695737714, 9.22865923536317 47.49870514461613, 9.227806436243362 47.499967120287096, 9.229013056274578 47.50142615525053, 9.2336716982748 47.50390631563857, 9.239623147451324 47.50833517347436, 9.236724537677087 47.51742179640486, 9.237541047472646 47.52002934865874, 9.240598423040465 47.520602612055015, 9.240739044171923 47.5250314698908, 9.246118936491555 47.529348859843985, 9.240893273799973 47.52939265079787, 9.238874680138728 47.53458386933078, 9.225370515353276 47.533712031248946, 9.210133535335025 47.5286641285651, 9.211535210484069 47.52608046228607, 9.214270518299195 47.52585155502714, 9.214628875376134 47.522750359293134, 9.207411836016492 47.51913163410416, 9.208722787854919 47.515964751939336, 9.20719863623654 47.50830133500999)))",72.90886392,7.363013699,21.23287671,67.6369863,11.13013699,233.0,8.01,73.125,16.625,1.25,104.0,97.0,44.0,1.661129568,2.18,8.009516257,47.50198255,62426.771653543,477.000000159318,0.0,0,Hohentannen,0,0,0,0,0
Kradolf-Schönenberg,"MULTIPOLYGON (((9.172583157070338 47.53113234596572, 9.168446174106169 47.535790111060436, 9.163823821430196 47.537615397638156, 9.163324843221798 47.535105379781555, 9.159945399901286 47.535173056710285, 9.160952428649143 47.533769755688155, 9.157999384888535 47.533049195447006, 9.15853011625565 47.53089348621727, 9.154624477733556 47.528767634456095, 9.156230280331489 47.524553750393906, 9.153494972516365 47.52362020687706, 9.15352672567508 47.52180686328677, 9.15556346399845 47.522009894072944, 9.155404698204867 47.5178716489311, 9.15710122411342 47.516536024837706, 9.164894356495484 47.515248172693994, 9.163333915552858 47.51275407882063, 9.1575684491631 47.51084917232676, 9.155209643087039 47.50746731638833, 9.151798446607813 47.506282970135615, 9.149698201967011 47.503792857258055, 9.152070616539666 47.50183221682288, 9.165107556275435 47.5052081012676, 9.165878704415686 47.50407948895619, 9.16747997084809 47.503542054522185, 9.167738532283352 47.501294782388875, 9.169149279763456 47.503966030575675, 9.171966238558138 47.50332110925487, 9.169181032922173 47.498303064039575, 9.173721734618592 47.494511165532984, 9.177427781857325 47.494843578682904, 9.178607184895357 47.496073706387406, 9.17755025832666 47.4970311358791, 9.178602648729825 47.50388043916582, 9.180544127577047 47.50673282266185, 9.191580618313695 47.51078746689174, 9.193213637904815 47.51428079071278, 9.197541139821281 47.514778415188715, 9.204304562627835 47.51102831713809, 9.202553602732912 47.50995344827008, 9.203828265247092 47.50784551099004, 9.20719863623654 47.50830133500999, 9.208722787854919 47.515964751939336, 9.207411836016492 47.51913163410416, 9.214628875376134 47.522750359293134, 9.214270518299195 47.52585155502714, 9.211535210484069 47.52608046228607, 9.210133535335025 47.5286641285651, 9.201029451114534 47.52855266068249, 9.198316824127062 47.53046154817216, 9.184944208142007 47.52847901226006, 9.182349521458338 47.5302664793776, 9.176851688834903 47.52629145506386, 9.172583157070338 47.53113234596572)))",329.5890411,24.88223885,19.45137157,64.11748407,16.43114436,1585.0,10.95,59.68921389,23.03473492,3.199268739,89.0,421.0,612.0,11.76470588,2.0,11.21709945,44.6387564,58930.278884462,2449.999999528846,5.0,0,Kradolf-Schönenberg,0,0,0,0,0
Sulgen,"MULTIPOLYGON (((9.172583157070338 47.53113234596572, 9.176851688834903 47.52629145506386, 9.182349521458338 47.5302664793776, 9.184944208142007 47.52847901226006, 9.198316824127062 47.53046154817216, 9.201029451114534 47.52855266068249, 9.210133535335025 47.5286641285651, 9.225370515353276 47.533712031248946, 9.225420413174115 47.5363056500175, 9.222984492284029 47.53654052877014, 9.221446732169058 47.538620599079536, 9.207366474361184 47.537798523445296, 9.199337461371513 47.53948447516975, 9.199156014750278 47.541078863990634, 9.207003581118713 47.54412830677914, 9.20719863623654 47.54690505135484, 9.210029203527814 47.5483262668581, 9.20709430442933 47.55157674993488, 9.209421357346676 47.55649128925918, 9.209221766063315 47.55812946903394, 9.203583312308423 47.558262832393496, 9.199092508432845 47.561907434055215, 9.192855280827875 47.55953874154979, 9.192837136165751 47.55744473775506, 9.188110451682565 47.55609717067424, 9.186826716837325 47.55265161880289, 9.17622569799164 47.553583171821835, 9.16997939805561 47.55250034096221, 9.168582259072096 47.54400887690492, 9.175953528059788 47.53200418404755, 9.172583157070338 47.53113234596572)))",429.6052632,26.85043389,19.78050026,62.96579888,17.25370087,1701.0,9.12,66.22516556,13.46578366,1.103752759,110.0,1312.0,917.0,7.169410515,2.92,13.66503153,39.76874562,61511.277258567,2643.000000536644,3.0,2,Sulgen,1,0,1,1,1
Zihlschlacht-Sitterdorf,"MULTIPOLYGON (((9.251140471734248 47.53139708218691, 9.246118936491555 47.529348859843985, 9.240739044171923 47.5250314698908, 9.240598423040465 47.520602612055015, 9.237541047472646 47.52002934865874, 9.236724537677087 47.51742179640486, 9.239623147451324 47.50833517347436, 9.2336716982748 47.50390631563857, 9.236924128960446 47.502879218720246, 9.240081300169944 47.504503465009684, 9.238607046372405 47.50347039659765, 9.241079256586739 47.50176055889835, 9.239541496471768 47.50057820314354, 9.244526742390214 47.49734762504579, 9.249412192666979 47.504184985345084, 9.252052241005956 47.50330916626745, 9.257813171230183 47.50418100434928, 9.259963313691824 47.502960829134295, 9.265089180741725 47.50528174969004, 9.274374711583453 47.50029555244121, 9.282834660298558 47.50596050947521, 9.284513041544987 47.500367210365745, 9.293689704413971 47.49619313626163, 9.29659285035374 47.497799468069935, 9.30375091956148 47.49635834758764, 9.30251708253708 47.500791186419235, 9.305256926517735 47.502208420926685, 9.308409561561701 47.50149582267716, 9.308073885312416 47.5047821347162, 9.310160521456623 47.50763650871015, 9.31505050789892 47.50688609100044, 9.317001059077203 47.50864171015153, 9.303360809325824 47.51565821526216, 9.301936453349125 47.514117569884675, 9.30328823067733 47.513592078438094, 9.302585125020041 47.51234005525665, 9.299368983658642 47.51209124301868, 9.297735964067524 47.50916521110021, 9.295354477163807 47.50961506362645, 9.291571315111048 47.506661164737324, 9.286404622571366 47.507630537216436, 9.281015657920673 47.5056858207645, 9.274524405045973 47.50680049959058, 9.26837790075162 47.5108710678037, 9.275395348827903 47.51315217840137, 9.27834839258851 47.51007486864221, 9.280366986249755 47.51007685914011, 9.279482433971232 47.51397425403561, 9.282675894504976 47.51464704232707, 9.284830573132147 47.5185105987582, 9.282299392765914 47.52068024147326, 9.293485576965082 47.52290760862753, 9.291630285262949 47.525296206111996, 9.286767515813837 47.5226269484231, 9.284962121932544 47.5249737454516, 9.280022237669407 47.522740406803614, 9.277794980393741 47.5283416679047, 9.270759387655335 47.53197233608109, 9.251140471734248 47.53139708218691)))",200.0,13.8001638,22.44062244,62.08026208,15.47911548,987.0,12.21,71.32292523,16.2695152,0.821692687,106.0,206.0,1004.0,7.604562738,1.17,8.886694643,41.84152061,77663.245033113,1452.9999999667884,9.0,0,Zihlschlacht-Sitterdorf,0,0,0,0,0
Basadingen-Schlattingen,"MULTIPOLYGON (((8.731740446116572 47.64196725024095, 8.734933906650317 47.64117304157737, 8.743470970179448 47.64303017612154, 8.7433757107033 47.63976775005733, 8.747208770576899 47.63864510923963, 8.749680980791233 47.64145370178179, 8.75785061491236 47.64317349197061, 8.76485445449205 47.648816553527666, 8.7688417439937 47.65018402558753, 8.77619486831927 47.64884442049832, 8.782282402461721 47.6523616302942, 8.786020202859172 47.65520406130072, 8.788542310894346 47.665361572103436, 8.798426615586148 47.66495750102898, 8.798662496193755 47.66857025472424, 8.78661897670925 47.67093894722967, 8.776571370058333 47.667817846516634, 8.77374987509812 47.66859215020118, 8.77522866506119 47.67007308064155, 8.774230708644396 47.67141268573076, 8.769826091913904 47.672742338330444, 8.769894134396868 47.67441435656958, 8.767245013726829 47.674338717649235, 8.77016630432872 47.67627149111375, 8.769658253789261 47.6783296659462, 8.76172903644127 47.67976680543269, 8.76183336824848 47.6773145120153, 8.753827036086463 47.67675120110855, 8.753718168113721 47.67919951353013, 8.74619266949798 47.680415707749304, 8.746682575375315 47.67643471194186, 8.74296745580552 47.67680892554776, 8.738844081337943 47.675515101910335, 8.738975630138338 47.67418743980855, 8.731459203853657 47.672593050987665, 8.722046660377066 47.67367389134939, 8.723285033566999 47.67064833453573, 8.720018994384759 47.668960392313366, 8.722300685646797 47.664575325431464, 8.721901503080078 47.662099146039225, 8.724296598480386 47.66210312703504, 8.722200890005116 47.65881283400018, 8.723489161015888 47.65743142845499, 8.723321322891245 47.65228201037805, 8.732266641318155 47.6510240157029, 8.729544941999624 47.649716258580156, 8.730783315189555 47.646909656535904, 8.729109470108657 47.64353775308699, 8.732184990338599 47.64288686027247, 8.731740446116572 47.64196725024095)))",117.0185541,15.09021323,21.10442865,60.41552761,18.48004374,752.0,15.63,59.43698017,31.60588612,0.703774792,373.0,246.0,174.0,3.291278113,1.31,11.1289288,47.27389352,67253.909465021,1305.00000017748,4.0,0,Basadingen-Schlattingen,0,0,0,0,0
Diessenhofen,"MULTIPOLYGON (((8.803153300069333 47.66526801870196, 8.805961186532953 47.66540536305732, 8.806083663002287 47.66659169980794, 8.799528903810154 47.668403052900324, 8.800463353909517 47.669667019069195, 8.7991977637264 47.670102938110105, 8.798871159808176 47.676245614641005, 8.796058737179026 47.675335957099, 8.791300299537125 47.674979657974234, 8.783416443844443 47.67722693010754, 8.7569751349649 47.68959190308548, 8.728025326546776 47.69276077574821, 8.71787338808865 47.690690657928336, 8.708270325659761 47.68949834968401, 8.702128357530938 47.69187102318525, 8.702586510249558 47.687595433688045, 8.705766362286711 47.68701022730435, 8.705389860547648 47.68022262945264, 8.707213399091064 47.676255567130525, 8.714462191609423 47.67858444967788, 8.714652710561719 47.676146089745814, 8.720018994384759 47.668960392313366, 8.723285033566999 47.67064833453573, 8.722046660377066 47.67367389134939, 8.731459203853657 47.672593050987665, 8.738975630138338 47.67418743980855, 8.738844081337943 47.675515101910335, 8.74296745580552 47.67680892554776, 8.746682575375315 47.67643471194186, 8.74619266949798 47.680415707749304, 8.753718168113721 47.67919951353013, 8.753827036086463 47.67675120110855, 8.76183336824848 47.6773145120153, 8.76172903644127 47.67976680543269, 8.769658253789261 47.6783296659462, 8.77016630432872 47.67627149111375, 8.767245013726829 47.674338717649235, 8.769894134396868 47.67441435656958, 8.769826091913904 47.672742338330444, 8.774230708644396 47.67141268573076, 8.77522866506119 47.67007308064155, 8.77374987509812 47.66859215020118, 8.776571370058333 47.667817846516634, 8.78661897670925 47.67093894722967, 8.798662496193755 47.66857025472424, 8.798426615586148 47.66495750102898, 8.803153300069333 47.66526801870196)))",400.9920635,35.97229095,18.67887185,61.13310242,20.18802573,1854.0,10.08,40.6,37.0,5.2,62.0,714.0,1018.0,20.01539646,1.9,15.97285898,30.82706767,66583.644558918,2390.0000003158216,7.0,1,Diessenhofen,1,1,1,1,1
Schlatt (TG),"MULTIPOLYGON (((8.731740446116572 47.64196725024095, 8.732184990338599 47.64288686027247, 8.729109470108657 47.64353775308699, 8.730783315189555 47.646909656535904, 8.729544941999624 47.649716258580156, 8.732266641318155 47.6510240157029, 8.723321322891245 47.65228201037805, 8.723489161015888 47.65743142845499, 8.722200890005116 47.65881283400018, 8.724296598480386 47.66210312703504, 8.721901503080078 47.662099146039225, 8.722300685646797 47.664575325431464, 8.720018994384759 47.668960392313366, 8.714652710561719 47.676146089745814, 8.714462191609423 47.67858444967788, 8.707213399091064 47.676255567130525, 8.705389860547648 47.68022262945264, 8.705766362286711 47.68701022730435, 8.702586510249558 47.687595433688045, 8.702128357530938 47.69187102318525, 8.689531425851666 47.695280746094326, 8.678440501128645 47.68748993729915, 8.669431676384303 47.68485053707881, 8.668143405373531 47.67763100118199, 8.669431676384303 47.674669140301255, 8.67688006018602 47.67177296585133, 8.679052883475315 47.6678019225334, 8.677469761705035 47.665841282098235, 8.67989661026406 47.658695394623855, 8.684614222416183 47.65515031785732, 8.684614222416183 47.65339469870624, 8.686709930891453 47.65359573899451, 8.688066244385189 47.64997502330764, 8.700363789139423 47.64702908641012, 8.708664972060948 47.64191350679755, 8.7141945578431 47.64437973370026, 8.717233788748795 47.64181000090656, 8.72006435604007 47.641099393154924, 8.72466856405392 47.64305605259429, 8.731740446116572 47.64196725024095)))",114.3500644,13.11198649,20.87788407,62.07090602,17.0512099,739.0,15.54,49.64539007,37.65312701,3.417150226,94.0,168.0,248.0,11.32300358,1.17,9.522360815,44.41740189,68882.951289398,1262.9999997947623,8.0,0,Schlatt (TG),0,0,0,0,0
Aadorf,"MULTIPOLYGON (((8.887603093757866 47.52838744935648, 8.898344733735007 47.52417157479639, 8.895314575160373 47.519247082982574, 8.897106360545074 47.51768454212815, 8.896380574060132 47.513124311430715, 8.897628019581127 47.5111377945228, 8.897115432876136 47.50500905147723, 8.895042405228521 47.50273988386698, 8.892679062986929 47.50056825065402, 8.892819684118386 47.48841427045387, 8.896797901288974 47.487898731496806, 8.897705134395151 47.48511004393369, 8.885303257833705 47.48170828301622, 8.884876858273802 47.47701468895924, 8.880989364413832 47.474753483340606, 8.884722628645752 47.4734696121927, 8.883320953496707 47.47114471064115, 8.884314373747973 47.469671742192396, 8.890737584139709 47.46930350008021, 8.89182172770159 47.465861929204664, 8.893745061886687 47.46512544498029, 8.89172193205991 47.46436905577687, 8.893890219183675 47.46365247653153, 8.894262184757208 47.4631030991101, 8.904141953283482 47.461759513025086, 8.905743219715884 47.46583804322982, 8.909748653879658 47.46674371977601, 8.911486005277988 47.46491644270039, 8.914343789562446 47.46519710290482, 8.91237055755651 47.4626213986174, 8.92249074285592 47.463917212752726, 8.922073415627079 47.46244026330816, 8.923729116045854 47.46204017322951, 8.922654044815033 47.46058710975979, 8.92989830116786 47.45975906263184, 8.929648812063661 47.465254827344026, 8.933055472377358 47.464591991542086, 8.932175456264366 47.46723935375404, 8.933282280653902 47.46883374257493, 8.931554001586633 47.47001808882764, 8.933663318558496 47.47157266769045, 8.936248932911102 47.47107504321452, 8.937605246404837 47.47392941720846, 8.93848979868336 47.47490675167919, 8.93623532441451 47.474743530851086, 8.93659368149145 47.47721771974542, 8.929771288532995 47.47999844531692, 8.930093356285688 47.484029203571964, 8.926682159806461 47.48420237688959, 8.925353063305911 47.488241097136246, 8.921964547654337 47.48868298767088, 8.922976112567726 47.49140797930107, 8.926700304468584 47.49114722407569, 8.928478481356692 47.49299838712615, 8.927671043892193 47.49568157830037, 8.929059110544646 47.496565359369626, 8.941252323491671 47.49694554446924, 8.94053107317226 47.497891030973506, 8.94257688382669 47.49865737266644, 8.930909866081247 47.50800276032443, 8.929580769580697 47.507049311828546, 8.924899446752821 47.510311737892756, 8.911862507017052 47.51315416889927, 8.912901288923624 47.514380315607966, 8.909984534487265 47.51688237147295, 8.910547019013094 47.5237475987429, 8.910066185466821 47.52547734142124, 8.908369659558268 47.52533800656798, 8.907566758259302 47.52893682677791, 8.911640234906038 47.53018884995935, 8.910701248641145 47.53544376442519, 8.90715396719599 47.53669578760663, 8.908646365655652 47.53739445237084, 8.906827363277767 47.54043195217192, 8.9028083206174 47.53937300728714, 8.898771133294911 47.53593342690951, 8.892039463647073 47.53587172147449, 8.889041058231157 47.532605314414475, 8.890923566926475 47.53050932012185, 8.887603093757866 47.52838744935648)))",453.7111334,15.83950481,20.404554,60.36255112,19.23289488,3908.0,19.94,53.38685399,27.99799298,0.501756147,118.0,1462.0,1959.0,4.952166573,1.07,10.72895958,37.41550696,68464.601333004,6014.00000129457,9.0,1,Aadorf,1,1,1,1,1
Felben-Wellhausen,"MULTIPOLYGON (((8.940041167294925 47.5623811725563, 8.945348480966063 47.56321718167587, 8.94758481057279 47.56210648384559, 8.95223438024195 47.56444332838456, 8.955541244913967 47.56267974724186, 8.962839935253164 47.564280107556456, 8.96587916615886 47.56313358076391, 8.967398781611706 47.564132810711584, 8.959868746830434 47.5683646092549, 8.958480680177981 47.57599020672407, 8.955736300031795 47.575424905319416, 8.955518564086312 47.57794487566553, 8.958281088894623 47.57865349291926, 8.957582519402866 47.580723610739135, 8.955196496333619 47.58007868941832, 8.953096251692818 47.58379096800877, 8.955591142734807 47.58451152824992, 8.954103280440675 47.58711509950799, 8.951667359550589 47.58692799270504, 8.951095802693697 47.589380286122434, 8.917505496937476 47.58699965062958, 8.915695566890651 47.586559750592855, 8.917813956193577 47.580815173642705, 8.921420207790632 47.57903964951258, 8.919224703673681 47.57775179736887, 8.922100632620264 47.571692721749926, 8.920989272065198 47.570996047483625, 8.926056168963198 47.57122296424465, 8.926854534096634 47.566989175203425, 8.929830258684897 47.56804812008821, 8.931753592869992 47.56557990268759, 8.932393192209847 47.56527734700622, 8.93256103033449 47.56655126566461, 8.937532667756344 47.566644819066084, 8.938018037468149 47.56348589889287, 8.940041167294925 47.5623811725563)))",388.7533875,20.94806553,21.26176368,62.91390728,15.82432903,1207.0,7.38,55.4200542,25.88075881,3.116531165,67.0,499.0,422.0,4.644515899,1.83,11.48567301,45.48519143,68018.67219917,1821.0000001469807,7.0,0,Felben-Wellhausen,0,0,0,0,0
